,0\O 
2683\O ,@\O sujoy\Eng _\O g\Eng dodge\Eng them\Eng out\Eng of\Eng your\Eng house\Eng 
2684\O ,"@\O abhilashthapli\Hin=अभिलाश्थापली I\Hin=इ told\Eng u\Hin=उ ,\O u\Hin=उ all\Eng should've\Eng joined\Eng laundiya\Eng gang\Hin=गंग "\O 
2685\O ,\O That's\Eng a\Eng nice\Eng one\Eng 😍\EMT https\Eng ://\O t\Eng .\O co\Eng /\O nw1dKT206F\Eng 
2686\O ,@\O abhilashthapli\Hin=अभिलाश्थापली sorry\Hin=शरी wrong\Eng number\Eng .\O Contact\Eng @\O Saqibsaleem\Eng 
2687\O ,"\O Target\Eng set\Eng ,\O aim\Eng ,\O shoot\Eng 🎯\O #\O shootlife\Eng #\O funatwork\Eng #\O waitfortheoutput\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O LL4uRjBIBN\Hin=ल्ल्4ऊर्ज्बीब्न "\O 
2688\O ,\O So\Eng proud\Eng of\Eng u\Hin=उ Janani\Hin=जननी !\O Special\Eng hugs\Eng to\Eng @\O meenakshmission\Eng for\Eng making\Eng her\Eng sing\Eng &\O amp\Eng ;\O smile\Eng again\Eng #\O AramSeiydhuPazhagu\Eng -\O https\Eng ://\O t\Eng .\O co\Eng /\O cv5RvZs0vE\Eng 
2689\O ,@\O sujoy\Eng _\O g\Eng @\O writish\Eng Ritesh\Eng se\Hin=सी ya\Hin=या pandey\Hin=पांडे ji\Hin=जी se\Hin=सी ?\O 
2690\O ,@\O sujoy\Eng _\O g\Eng @\O writish\Eng n\Eng Ritesh\Hin=रीतेश has\Eng told\Eng me\Eng those\Eng 68\O percent\Eng was\Eng coz\Eng someone\Eng worse\Eng than\Eng u\Eng checked\Eng the\Eng paper\Eng 
2691\O ,@\O sujoy\Eng _\O g\Eng disturb\Eng maara\Hin=मारा nahi\Hin=नाही ....\O disturb\Hin=डिस्टर्ब kiya\Hin=किया !\O I\Hin=इ don't\Eng know\Hin=क्नो how\Hin=हो some\Eng people\Eng make\Eng Hindi\Eng films\Eng 🙈\O @\O writish\Eng I\Eng bow\Eng down\Eng to\Eng u\Hin=उ *\O kamar\Eng cracks\Eng *\O 
2692\O ,@\O sujoy\Eng _\O g\Hin=ग hahahaha\Hin=हहहाह .\O U\Eng started\Eng thankq\Eng tweets\Eng late\Eng this\Eng time\Eng 
2693\O ,\O Wow\Hin=वो !\O We\Hin=वी have\Eng a\Eng looooooong\Eng battle\Eng to\Eng fight\Eng :)\EMT https\Eng ://\O t\Eng .\O co\Eng /\O G8DNqpsOA8\Eng 
2694\O ,@\O gosamm\Hin=गोसम @\O sujoy\Hin=सुजॉय _\O g\Eng u\Eng also\Eng got\Eng fooled\Eng !\O He\Eng is\Eng 12\O 
2695\O ,"""\O Dream\Eng big\Eng .\O Work\Eng hard\Eng .\O Stay\Eng humble\Eng .""\O 
Perfect\Eng mantra\Eng to\Eng begin\Eng your\Eng day\Eng with\Eng :)"\O 
2696\O ,@\O sujoy\Eng _\O g\Hin=ग what\Eng are\Eng these\Eng rags\Eng u\Hin=उ r\Eng wearing\Eng !\O 
2697\O ,@\O bhawanasomaaya\Hin=भवनसोमाआया ya\Hin=या n\Hin=न they\Eng finally\Eng travelled\Eng !\O Btw\Eng thank\Eng god\Eng was\Eng for\Eng them\Eng to\Eng decide\Eng to\Eng marry\Eng so\Eng finally\Eng I\Eng could\Eng exist\Eng !\O 😜\EMT 
2698\O ,"\O Thank\Eng god\Eng it\Eng happened\Eng !\O 
#\O HappyAnniversaryMomandDad\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O UwgMKSx2AB\Eng "\O 
2699\O ,@\O shagunpannu\Hin=शागुणपननू jo\Hin=ज log\Hin=लाग mujhe\Hin=मुझे miss\Hin=मिस nahi\Hin=नाही kar\Hin=कार rahe\Hin=रह unke\Hin=उनके liye\Hin=लिये kuch\Hin=कुछ nahi\Hin=नाही hai\Hin=हैं 😑\EMT 
2700\O ,\O Not\Hin=नोट bad\Hin=बद mere\Hin=मेर dost\Hin=दोस्त :)\EMT @\O sujoy\Hin=सुजॉय _\O g\Eng https\Eng ://\O t\Eng .\O co\Eng /\O hxjRsJL8MN\Eng 
2701\O ,\O Happiness\Eng is\Eng when\Eng u\Hin=उ have\Eng bought\Eng Diwali\Eng gifts\Eng for\Eng your\Eng family\Eng and\Eng you\Eng know\Eng they\Eng will\Eng love\Eng it\Eng !\O Can't\Eng wait\Eng to\Eng go\Eng back\Eng home\Eng now\Eng !\O 😁\O 
2702\O ,\O The\Eng reason\Eng y\Eng many\Eng of\Eng us\Eng were\Eng not\Eng allowed\Eng to\Eng play\Eng outside\Eng our\Eng house\Eng for\Eng long\Eng .\O What\Eng was\Eng possibly\Eng the\Eng girl's\Eng fault\Eng ?\O https\Eng ://\O t\Eng .\O co\Hin=को /\O oaYnKBlxhM\Hin=ओअय्zक्श्ल्क्स्म 
2703\O ,@\O ronnielahiri\Eng @\O ShoojitSircar\Eng eternal\Eng DIVINE\Hin=दैविय !\O 
2704\O ,@\O shilpareddy217\Eng hahahaha\Hin=हहहाह .\O Thankq\Eng hotness\Eng 🙏🏼\O 
2705\O ,\O Turn\Eng on\Eng to\Eng Zoom\Eng today\Eng !\O https\Eng ://\O t\Eng .\O co\Eng /\O a1NDqlrcyx\Eng 
2706\O ,@\O sujoy\Eng _\O g\Hin=ग I\Hin=इ make\Eng my\Eng film\Eng there\Eng 😎\EMT 
2707\O ,\O Cross\Eng culture\Eng love\Eng !\O College\Eng students\Eng in\Eng Malaysia\Eng making\Eng Rangolis\Eng for\Eng Diwali\Eng :)\EMT #\O magicalmalaysia\Eng #\O tapctravels\Eng https\Eng ://\O t\Eng .\O co\Eng /\O 9kcz9OmNWl\Eng 
2708\O ,@\O rajpalofficial\Eng thankq\Eng so\Eng much\Eng 🙏🏼\O 
2709\O ,@\O 1eewhittaker\Eng hahahaha\Hin=हहहाह .\O Soon\Hin=सूं 
2710\O ,@\O irocksid\Hin=इरोYक्सिड़ is\Hin=इस it\Eng with\Eng subtitles\Eng ?\O 
2711\O ,@\O BasantiLuvsDogs\Eng thankq\Eng 🙏🏼\O 
2712\O ,@\O Imangadbedi\Eng soch\Hin=सोच rahi\Hin=रही hu\Hin=हू aaj\Hin=आअय् pink\Hin=पिंक punching\Eng gloves\Eng daal\Hin=डाल lu\Hin=लू !\O 
2713\O ,"\O Turn\Eng #\O Pink\Eng on\Eng 23rd\Eng October\Eng 9\O PM\Eng with\Eng Star\Eng Plus\Eng .\O 
https\Eng ://\O t\Eng .\O co\Hin=को /\O 6SzJjnXxhx\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O LWkR3GhFgp\Hin=लव्क्र्3घ्फ्ग्प "\O 
2714\O ,@\O sadanpande\Hin=सादन्पांडे thankq\Hin=थन्क्क़ :)\EMT 
2715\O ,"@\O sadanpande\Hin=सादन्पांडे the\Hin=ते love\Hin=लव I've\Hin=इ'वी got\Eng from\Eng ppl\Eng ,\O straight\Eng from\Eng their\Eng heart\Eng ,\O is\Eng bigger\Eng and\Eng more\Eng lasting\Eng than\Eng the\Eng shine\Eng of\Eng any\Eng award\Eng today\Eng :)"\O 
2716\O ,\O RT\Eng @\O StarGoldIndia\Hin=स्तार्गोल्दिंदिया :\O A\Eng girl\Eng should\Eng definitely\Eng not\Eng be\Eng judged\Eng if\Eng she\Eng drinks\Eng or\Eng smokes\Eng !\O RT\Eng if\Eng you\Eng agree\Eng #\O ITurnPINKWithStarGold\Eng @\O ShoojitSircar\Eng ht\Eng …\O 
2717\O ,\O For\Eng the\Eng people\Eng who\Eng miss\Eng the\Eng 1pm\Eng premiere\Eng watch\Eng it\Eng at\Eng 9pm\Eng today\Eng on\Eng Star\Eng Plus\Eng #\O pink\Eng https\Eng ://\O t\Eng .\O co\Eng /\O mF4kX36ELU\Eng 
2718\O ,"\O RT\Eng @\O StarGoldIndia\Hin=स्तार्गोल्दिंदिया :\O Let's\Eng come\Eng together\Eng for\Hin=फॉर PINK\Hin=पिंक with\Eng @\O StarGoldIndia\Eng ,\O at\Eng 1PM\Eng today\Eng ,\O because\Eng PINK\Hin=पिंक is\Eng not\Eng just\Eng a\Eng colour\Eng !\O #\O StarGoldTurnsPink\Eng @\O S\Eng …"\O 
2719\O ,\O Few\Eng more\Eng minutes\Eng to\Eng go\Eng .\O Get\Hin=गेट your\Eng television\Eng sets\Eng ready\Eng and\Eng witness\Eng one\Eng of\Eng the\Eng best\Eng court\Eng room\Eng dramas\Eng in\Eng the\Eng history\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O JwOGCOPZGx\Eng 
2720\O ,\O Let's\Eng start\Eng the\Eng kicking\Eng and\Eng punching\Eng for\Eng the\Eng day\Eng !\O https\Eng ://\O t\Eng .\O co\Hin=को /\O tOcL57uorL\Hin=टोक्ल्57ओर्ल 
2721\O ,\O RT\Eng @\O StarGoldIndia\Hin=स्तार्गोल्दिंदिया :\O Bombay\Eng Art\Eng Society\Eng goes\Eng PINK\Hin=पिंक !\O The\Eng trend\Eng is\Eng catching\Eng on\Eng ...\O #\O StarGoldTurnsMumbaiPink\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O WAGCOOcFAs\Eng 
2722\O ,"\O Life\Hin=लाइफ is\Eng a\Eng lot\Eng About\Eng taking\Eng a\Eng leap\Eng of\Eng faith\Eng ,\O jump\Eng of\Eng trust\Eng and\Eng walking\Eng on\Eng the\Eng edge\Eng .\O No\Eng pain\Eng no\Eng gain\Eng !\O Live\Eng it\Eng up\Eng peop\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O KkMfP8u4b7\Eng "\O 
2723\O ,\O RT\Eng @\O StarGoldIndia\Hin=स्तार्गोल्दिंदिया :\O National\Eng College\Eng ho\Hin=ह gaya\Hin=गया PINK\Hin=पिंक !\O Kya\Hin=क्या aapne\Hin=आपने dekha\Hin=देखा yeh\Hin=यह ?\O RT\Hin=अर्त agar\Hin=अगर aap\Hin=आअप् yaha\Hin=यह hai\Hin=हैं !\O #\O StarGoldTurnsMumbaiPink\Eng @\O SrBachchan\Eng @\O taapsee\Hin=टापसी …\O 
2724\O ,\O Hahaha\Hin=हहाह .\O 👏🏼👏🏼👏🏼\O https\Eng ://\O t\Eng .\O co\Hin=को /\O nt3TNJSLhA\Hin=ण्त्3ट्Mझ्स्ल्हा 
2725\O ,"\O RT\Eng @\O StarGoldIndia\Hin=स्तार्गोल्दिंदिया :\O Juhu\Eng Peeps\Eng ,\O Tulip\Eng Star\Eng has\Eng turned\Eng PINK\Eng !\O Come\Eng watch\Hin=वाच it\Eng live\Eng !\O #\O StarGoldTurnsMumbaiPink\Eng @\O SrBachchan\Eng @\O TheFilmPink\Eng @\O taapsee\Eng …"\O 
2726\O ,\O Watch\Eng it\Eng with\Eng your\Eng entire\Eng family\Eng this\Eng time\Eng .\O Need\Eng of\Eng the\Eng hour\Eng .\O Colour\Eng your\Eng family\Eng #\O Pink\Eng tomorrow\Eng 1pm\Eng on\Eng Star\Eng Gold\Eng 💓\O https\Eng ://\O t\Eng .\O co\Hin=को /\O eynQssVEdq\Hin=एआइन्क़्स्स्वेद्क़ 
2727\O ,"\O RT\Eng @\O StarGoldIndia\Hin=स्तार्गोल्दिंदिया :\O StarGold\Eng ,\O SNDT\Eng College\Eng ,\O Carter\Eng Road\Eng and\Eng Jalsa\Hin=जलसा have\Eng all\Eng turned\Eng PINK\Hin=पिंक !\O You\Hin=यूं should\Eng go\Hin=गो PINK\Hin=पिंक too\Eng !\O https\Eng ://\O t\Eng .\O co\Eng /\O U4MoYDVktX\Eng #\O Sta\Hin=स्ता …"\O 
2728\O ,\O Wohooo\Hin=वह्zऊ #\O mumbaiturnspink\Eng #\O StarGoldTurnsMumbaiPink\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O VlAFtUM8Wv\Hin=व्लफ्तुम्8अव्व 
2729\O ,#\O mumbaiturnspink\Eng https\Eng ://\O t\Eng .\O co\Eng /\O C5tG66kRPh\Eng 
2730\O ,"\O RT\Eng @\O StarGoldIndia\Eng :\O For\Eng all\Eng you\Eng working\Eng people\Eng ,\O get\Eng ready\Eng to\Eng see\Eng something\Eng spectacular\Eng .\O Watch\Eng Mumbai\Hin=मुंबई go\Hin=गो PINK\Hin=पिंक today\Eng at\Eng Urmi\Eng Estate\Eng !\O #\O StarGold\Eng …"\O 
2731\O ,"\O RT\Eng @\O StarGoldIndia\Eng :\O All\Eng you\Eng Mumbaikars\Eng in\Eng Juhu\Eng ,\O come\Eng witness\Eng Jalsa\Hin=जलसा turn\Hin=तुर्न PINK\Eng !\O #\O StarGoldTurnsMumbaiPink\Eng @\O SrBachchan\Eng @\O taapsee\Hin=टापसी @\O kulharikirti\Hin=कुल्हारीकीर्ति @\O S\Hin=स …"\O 
2732\O ,@\O LakshmiManchu\Hin=लक्ष्मीमंचु house\Eng on\Eng fire\Eng with\Eng us\Eng 👯\O coming\Eng to\Eng Hyderabad\Eng very\Eng soon\Eng 😚😚😚\O 
2733\O ,\O RT\Eng @\O TheFilmPink\Eng :\O Is\Eng she\Eng really\Eng a\Eng woman\Eng of\Eng questionable\Eng character\Eng ?\O Find\Eng out\Eng in\Eng cinemas\Eng now\Eng !\O Book\Eng your\Eng tickets\Eng here\Eng :\O https\Eng ://\O t\Eng .\O co\Hin=को /\O HZs0jeNOBm\Eng …\O 
2734\O ,\O When\Hin=वेन u\Hin=उ have\Eng the\Eng final\Eng smile\Eng :)\EMT https\Eng ://\O t\Eng .\O co\Hin=को /\O 1UlCDxYrKN\Eng 
2735\O ,"\O RT\Eng @\O PlanC\Eng _\O Studios\Eng :\O Moments\Eng become\Eng Memories\Eng when\Eng you\Eng find\Eng a\Eng way\Eng of\Eng preserving\Eng them\Eng ,\O 
#\O NaamShabanaShootDiaries\Eng today\Eng @\O 6pm\Eng @\O taapsee\Eng @\O akshayk\Eng …"\O 
2736\O ,@\O Salilacharya\Hin=सलीलचार्य hahahaha\Hin=हहहाह .\O That's\Eng an\Eng elaborate\Eng Japanese\Eng cuisine\Eng displayed\Eng on\Eng all\Eng possible\Eng stools\Eng we\Eng could\Eng collect\Eng on\Eng set\Eng !\O 
2737\O ,"\O The\Eng man\Eng behind\Eng making\Eng all\Eng that\Eng action\Eng so\Eng real\Eng ,\O hard\Eng hitting\Eng and\Eng literally\Eng kick\Eng ass\Eng !!!\O #\O cyrilraffaelli\Eng #\O NaamShabana\Eng https\Eng ://\O t\Eng .\O co\Eng /\O dcR5k6u3XY\Eng "\O 
2738\O ,@\O anil\Eng __\O 46\O suddenly\Eng u\Eng started\Eng following\Eng me\Eng after\Eng Pink\Eng that's\Eng y\Eng probably\Eng didn't\Eng realise\Eng what\Eng all\Eng I\Eng did\Eng before\Eng :)\EMT 
2739\O ,@\O writish\Eng @\O ShoojitSircar\Eng u\Eng never\Eng know\Eng after\Eng this\Eng she\Eng might\Eng become\Eng my\Eng best\Hin=बेस्ट friend\Eng !\O 
2740\O ,"\O A\Eng small\Eng initiative\Eng for\Eng a\Hin=आ BIG\Eng cause\Eng .\O 
Don't\Hin=डों'ट stare\Eng ,\O please\Eng share\Eng 💓#\O DetectToDefeat\Eng #\O BreastCancerAwareness\Eng #\O PinkRibbon\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O 4c8jmoMbbc\Hin=4च्8ज्मोमब्ब्क "\O 
2741\O ,@\O ShoojitSircar\Hin=शूजिटसिरकार hahahaha\Hin=हहहाह .\O I'm\Eng setting\Eng up\Eng the\Eng base\Eng for\Eng her\Eng 
2742\O ,@\O saurabhshukla\Hin=सौरभ्शुक्ल _\O s\Hin=स thankq\Eng 🙏🏼\O 
2743\O ,#\O NoMeansNo\Hin=नोमियन्स्नो #\O pink\Eng https\Eng ://\O t\Eng .\O co\Eng /\O iCG89GgngK\Eng 
2744\O ,\O All\Eng work\Eng no\Eng play\Eng ......\O but\Eng when\Eng work\Eng becomes\Eng a\Eng play\Hin=प्ले ....\O 😁💃🏻💃🏻💃🏻#\O NaamShabana\Hin=नाअमशबाना #\O MagicalMalaysia\Eng #\O tapctravels\Eng https\Eng ://\O t\Eng .\O co\Eng /\O n4S4YJiqZQ\Eng 
2745\O ,@\O pandesandeep\Hin=पांडेसंदीप sure\Eng thing\Eng :)\EMT 
2746\O ,\O RT\Eng @\O StarGoldIndia\Hin=स्तार्गोल्दिंदिया :\O You\Hin=यूं are\Eng wearing\Eng a\Eng short\Eng dress\Eng and\Eng passing\Eng a\Eng crowded\Eng area\Eng .\O You\Hin=यूं see\Eng a\Eng group\Eng of\Eng men\Eng staring\Eng at\Eng you\Eng .\O What\Eng would\Eng you\Eng do\Hin=दो ?\O #\O Sta\Hin=स्ता …\O 
2747\O ,@\O sujoy\Eng _\O g\Hin=ग that's\Eng just\Eng a\Eng prep\Eng before\Eng I\Eng meet\Eng u\Hin=उ again\Eng 
2748\O ,@\O Riteishd\Hin=रीतेइश्ड़ @\O sujoy\Eng _\O g\Eng @\O writish\Eng 😳😳😚\O but\Eng with\Eng his\Eng regular\Eng appearances\Eng he\Eng NEEDS\Hin=नीड्स a\Eng photoshoot\Eng so\Eng ppl\Hin=प्ल don't\Eng need\Eng to\Eng click\Eng his\Eng pictures\Eng elsewhere\Eng .\O 
2749\O ,@\O writish\Eng @\O Riteishd\Eng @\O sujoy\Eng _\O g\Hin=ग I\Hin=इ swear\Eng !\O Especially\Eng after\Eng the\Eng rags\Eng we\Eng saw\Eng him\Eng last\Eng in\Eng !\O 
2750\O ,\O Jab\Hin=जब nishaana\Hin=निशाना chidiya\Hin=चिड़िया pe\Hin=पी nahi\Hin=नाही uski\Hin=उसकी aankh\Hin=आँख pe\Hin=पी ho\Hin=ह !\O #\O NaamShabana\Hin=नाअमशबाना #\O MagicalMalaysia\Eng #\O tapctravels\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O NtAgwR30ny\Hin=Mअटगव्र्30नी 
2751\O ,@\O sujoy\Eng _\O g\Hin=ग I\Hin=इ didn't\Eng see\Eng conjuring\Eng 2\O as\Eng yet\Eng so\Hin=सो NO\Hin=नो !\O 
2752\O ,@\O sujoy\Eng _\O g\Hin=ग stay\Eng away\Eng from\Eng mirror\Eng I\Eng say\Eng !\O 
2753\O ,@\O TheAmitSadh\Hin=थीमित्साद good\Eng luck\Hin=लूक hero\Hin=हीरों .\O I'm\Eng sure\Eng no\Eng matter\Eng how\Eng badass\Eng u\Eng will\Eng be\Hin=बे u\Hin=उ will\Eng still\Eng shine\Eng as\Eng the\Eng hero\Eng 🤗\O 
2754\O ,"\O Turn\Eng #\O Pink\Eng on\Eng 23rd\Eng October\Eng 1\O PM\Eng with\Eng Star\Eng Gold\Eng .\O 
https\Eng ://\O t\Eng .\O co\Eng /\O kMibLHT6zq\Eng https\Eng ://\O t\Eng .\O co\Eng /\O HuXzCil0JK\Eng "\O 
2755\O ,@\O AneelGuptha\Hin=अनील्गुप्था sad\Eng for\Eng u\Hin=उ 🙂\EMT 
2756\O ,@\O Ruchirdilse\Hin=रचिर्डिलस्Yय् lot\Hin=लोट many\Eng coming\Eng up\Eng soon\Eng :)\EMT 
2757\O ,@\O sam\Hin=साम _\O hello\Hin=हेल्लो only\Eng @\O StarGoldIndia\Hin=स्तार्गोल्दिंदिया can\Eng help\Eng in\Eng that\Eng 
2758\O ,"\O 23rd\Eng October\Eng ,\O 1pm\Eng on\Eng Star\Eng Gold\Eng .\O #\O Pink\Eng "\O 
2759\O ,"\O RT\Eng @\O StarGoldIndia\Hin=स्तार्गोल्दिंदिया :\O PINK\Hin=पिंक guroor\Hin=गुरूर hai\Hin=हैं ,\O himmat\Hin=हिम्मत hai\Hin=हैं ,\O saahas\Hin=साहस bhi\Hin=भही hai\Hin=हैं !\O PINK\Hin=पिंक sirf\Hin=सिर्फ़ ek\Hin=इक rang\Hin=रंग nahi\Hin=नाही !\O Watch\Hin=वाच PINK\Hin=पिंक on\Eng 23rd\Eng Oct\Eng 1pm\Eng #\O StarGoldTurnsPink\Eng @\O SrBach\Eng …"\O 
2760\O ,"\O Something\Eng I\Eng remind\Eng myself\Eng everyday\Eng ,\O sometimes\Eng every\Eng few\Eng hours\Eng 🙄#\O readit\Eng https\Eng ://\O t\Eng .\O co\Eng /\O ENZdixFv8d\Eng "\O 
2761\O ,"\O Whoa\Hin=व्होआ !\O That's\Eng truly\Eng #\O NayiSoch\Hin=नइसोच !\O There\Hin=थहरे is\Eng a\Eng very\Eng mystic\Eng change\Eng in\Eng the\Eng air\Eng .\O Proud\Eng to\Eng be\Eng a\Eng part\Eng of\Eng THE\Hin=ते CHANGE\Hin=चंगे #\O Pink\Hin=पिंक 
https\Eng ://\O t\Eng .\O co\Eng /\O NI4AnlRj8d\Eng "\O 
2762\O ,@\O Saqibsaleem\Eng u\Hin=उ better\Eng be\Eng beware\Eng of\Eng my\Eng kicks\Eng n\Eng punches\Eng mr\Hin=म्र .\O Squid\Eng !\O 
2763\O ,"@\O pinkvilla\Eng a\Eng small\Eng correction\Eng ,\O that's\Eng Neeraj\Hin=निराज sir\Hin=सिअर ,\O not\Hin=नोट Shivam\Hin=शिवम sir\Hin=सिअर in\Eng the\Eng picture\Eng "\O 
2764\O ,\O Wah\Hin=वाह wah\Hin=वाह wah\Hin=वाह !\O Yeh\Hin=यह hui\Hin=हूई na\Hin=ना baat\Hin=बात !\O 👏🏼👏🏼👏🏼👏🏼\O https\Eng ://\O t\Eng .\O co\Eng /\O yy1OgSC9Vw\Eng 
2765\O ,\O Feels\Eng like\Eng I've\Eng already\Eng won\Eng a\Eng huge\Eng battle\Eng !\O 🙏🏼\O #\O NaamShabana\Hin=नाअमशबाना https\Eng ://\O t\Eng .\O co\Eng /\O ixMF4Ka86p\Eng 
2766\O ,@\O sujoy\Eng _\O g\Hin=ग what\Eng an\Eng intelligent\Eng observation\Eng 🙄\O 
2767,🤔\O how\Eng ?\O Handsome\Eng ???\O And\Eng beautiful\Eng also\Eng !!!??\O How\Hin=हो 😳\EMT https\Eng ://\O t\Eng .\O co\Eng /\O RNln4LdwX5\Eng 
2768\O ,\O When\Eng even\Eng dolls\Eng around\Eng u\Eng are\Eng as\Eng excited\Eng as\Eng u\Hin=उ 😁\O #\O naamshabana\Hin=नाअमशबाना https\Eng ://\O t\Eng .\O co\Hin=को /\O NIBqIwXBm5\Hin=निब्क़ीव्क्स्ब्म्5 
2769\O ,@\O alifazal9\Eng arre\Hin=अर्रे janamdin\Hin=जनमडिन hai\Hin=हैं !!???\O Buddha\Hin=बुद्ध ho\Hin=ह gaya\Hin=गया tu\Hin=तू !\O Phirse\Hin=फिर्स !\O Mubarak\Hin=मुबारक ho\Hin=ह Mubarak\Hin=मुबारक ho\Hin=ह 👏🏼👏🏼👏🏼👏🏼\O 
2770\O ,#\O sushitease\Eng #\O MagicalMalaysia\Eng #\O tapctravels\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O 3qWz2T0jfl\Eng 
2771\O ,\O Diwali\Hin=दिवाली came\Eng in\Eng a\Eng little\Eng early\Eng here\Eng !\O Makes\Eng you\Eng feel\Eng at\Eng home\Eng away\Eng from\Eng home\Eng :)\EMT #\O MagicalMalaysia\Eng #\O tapctravels\Eng https\Eng ://\O t\Eng .\O co\Eng /\O iQOVR9Jx42\Eng 
2772\O ,@\O crhemanth\Hin=क्रेमंठ yuppp\Hin=युप्प 
2773\O ,\O 'Truly\Eng Asia\Eng '\O view\Eng and\Eng home\Eng for\Eng next\Eng 2\O weeks\Eng .\O #\O MagicalMalaysia\Eng #\O tapctravels\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O ESGVdylYeX\Hin=एस्ग्व्डाइलेक्स 
2774\O ,@\O RanaDaggubati\Hin=रणादाग्ग़ुबती thank\Eng god\Eng I\Hin=इ don't\Eng have\Eng to\Eng fight\Eng with\Eng u\Hin=उ 🙈\O 
2775\O ,"\O Entering\Eng the\Eng second\Eng leg\Eng of\Eng #\O NaamShabana\Hin=नाअमशबाना to\Eng break\Eng some\Eng more\Eng leg\Eng (\O S\Hin=स )\O 
Malaysiaaaaaa\Hin=मलाय्शियाया let's\Hin=लेत्'स pack\Eng a\Eng solid\Eng punch\Eng 👊🏼💪🏼\O https\Eng ://\O t\Eng .\O co\Eng /\O JKv535q77Z\Eng "\O 
2776\O ,\O Celebrate\Eng a\Eng girl\Eng child\Eng !\O 👏🏼👏🏼👏🏼👏🏼👏🏼\O https\Eng ://\O t\Eng .\O co\Hin=को /\O EvsKUvZ3xJ\Hin=ईव्स्कुव्ज़्3क्स्ज 
2777\O ,@\O ShoojitSircar\Eng another\Eng one\Eng very\Eng soon\Eng .\O 
2778\O ,\O For\Eng the\Eng man\Eng who\Eng has\Eng 2\O beautiful\Eng girls\Eng back\Eng home\Eng this\Eng was\Eng his\Eng duty\Eng !\O https\Eng ://\O t\Eng .\O co\Eng /\O P03qwEyf8e\Eng 
2779\O ,@\O rameshlaus\Eng there\Eng is\Eng more\Eng to\Eng come\Eng 😁\O 
2780\O ,@\O SadiaRezaq\Eng great\Eng thought\Eng 🙏🏼\O 
2781\O ,\O Seen\Hin=सीं the\Eng film\Eng ??\O Now\Eng tell\Eng me\Hin=मे what\Eng does\Eng #\O Pink\Eng mean\Eng to\Eng you\Eng ?\O https\Eng ://\O t\Eng .\O co\Eng /\O QeF5v1ZiFc\Eng 
2782\O ,@\O Imangadbedi\Hin=इमंगडबेदी I\Eng did\Eng I\Hin=इ did\Eng I\Hin=इ did\Eng 🙋🏻\O 
2783\O ,\O One\Eng of\Eng the\Eng most\Eng elegant\Eng ladies\Eng I've\Eng ever\Eng met\Hin=मेट #\O ShwetaNanda\Hin=श्वेतनंदा https\Eng ://\O t\Eng .\O co\Hin=को /\O M6a5oLFdqT\Hin=म्6अ5ओल्फ्द्क़्त 
2784\O ,\O One\Eng of\Eng the\Eng best\Eng hosts\Eng ever\Eng !\O What\Hin=वाअत a\Eng beautiful\Eng family\Eng !\O Thank\Eng you\Eng for\Eng a\Eng memorable\Eng and\Eng wonderful\Eng evening\Eng @\O SrBachchan\Hin=शरबचचान #\O HappyBirthdayBigB\Hin=हैप्पीबर्थ़डीबिग्ब 
2785\O ,#\O NoMeansNo\Eng https\Eng ://\O t\Eng .\O co\Eng /\O SQn0h3xyY6\Eng 
2786\O ,@\O Imangadbedi\Eng @\O ShoojitSircar\Eng u\Eng mean\Eng Raven\Eng or\Hin=और Raavana\Hin=रावन 🤔\O bohot\Hin=बोहोत difference\Hin=दिफ़ेरेंस hai\Hin=हैं dono\Hin=दोनों mein\Hin=मेइं !\O 
2787\O ,\O Hahahaha\Hin=हहहाह !\O #\O TrueThat\Eng https\Eng ://\O t\Eng .\O co\Eng /\O Xa2mgnevK5\Eng 
2788\O ,"\O Happy\Hin=हैप्पी Birthday\Hin=बर्थ़ड्य @\O SrBachchan\Hin=शरबचचान 
You\Hin=यूं will\Eng always\Eng be\Hin=बे THE\Hin=ते one\Hin=ओन in\Eng a\Hin=आ BILLION\Hin=बिलियन (\O S\Eng )\O https\Eng ://\O t\Eng .\O co\Eng /\O fLr0fhuZjP\Hin=फ्ल्र्0फज़्ज्प "\O 
2789\O ,\O When\Hin=वेन u\Hin=उ r\Eng happy\Eng n\Hin=न u\Hin=उ know\Hin=क्नो it\Hin=इट u\Eng should\Eng twirl\Eng 😁\O https\Eng ://\O t\Eng .\O co\Eng /\O 7QMandh14j\Eng 
2790\O ,\O https\Eng ://\O t\Eng .\O co\Eng /\O CDT8e4cnAA\Eng 
