,0\O 
2398\O ,\O Welcome\Hin=वेल्कमअ to\Eng my\Eng new\Eng 31\O followers\Eng and\Eng goodbye\Eng to\Eng 9\O unfollowers\Eng (\O FREE\Eng stats\Eng by\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O bpLMmfMPZE\Hin=ब्प्म्म्फ्म्प्जे )\O 
2399\O ,"\O Good\Eng night\Eng guys\Eng .\O 

C\Eng you\Eng tomorrow\Eng ..\O 

Bam\Hin=बम Bam\Hin=बम bhole\Hin=भोले 🙏🙏🙏👇"\O 
2400\O ,"\O Isn't\Eng this\Eng ridiculous\Eng news\Eng .\O 

Are\Hin=अरे bc\Eng media\Eng ,\O leave\Eng us\Eng alone\Eng ...\O no\Eng one\Eng ,\O I\Eng repeat\Eng no\Eng one\Eng in\Eng India\Eng is\Eng interested\Eng in\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O xr3rnvzPva\Hin=क्स्र्3र्ण्व्ज्पवा "\O 
2401\O ,\O 368K\Eng RT\Eng reach\Eng is\Eng enough\Eng to\Eng cost\Eng a\Eng million\Eng rupees\Eng to\Eng any\Eng chutiya\Eng film\Eng 👍👍👍\O https\Eng ://\O t\Eng .\O co\Hin=को /\O WO1hlvgoti\Hin=वो1ह्ल्व्गोटी 
2402\O ,"\O My\Eng week\Eng on\Eng Twitter\Eng 🎉:\O 719\O Mentions\Eng ,\O 1\O .\O 36K\Eng Mention\Eng Reach\Eng ,\O 6\O .\O 07K\Eng Likes\Eng ,\O 1\O .\O 21K\Eng Retweets\Eng ,\O 502\O Replies\Eng .\O See\Eng yours\Eng with\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O m5TYFTIFg8\Eng "\O 
2403\O ,"\O Here\Eng is\Eng the\Eng proof\Eng ,\O 

I\Eng am\Hin=आम not\Eng kejriwal\Eng who\Eng don't\Eng give\Eng any\Eng proof\Eng 😜😜\O 
3\O years\Eng of\Eng AAP\Hin=आअप् :\O Arvind\Hin=अरविंद Kejriwal\Hin=केजरिवल now\Eng a\Eng quieter\Eng po\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O FwthaFvwTa\Hin=फ्व्थफ्व्व्ता "\O 
2404\O ,\O I\Eng didn't\Eng forget\Eng dear\Eng Seema\Hin=सीमा 👍👍👍\O https\Eng ://\O t\Eng .\O co\Hin=को /\O mS2uvSoqfS\Hin=म्स्2उव्सूक़्फ्स 
2405\O ,"\O Hey\Hin=है Aaptards\Hin=आYप्तर्ड्स ,\O 

I\Eng have\Eng a\Eng news\Eng for\Eng you\Hin=यूं ,\O 

According\Eng to\Eng @\O bsindia\Hin=बिन्दिया ,\O 
Your\Hin=यर Massiha\Hin=मैसिहा @\O ArvindKejriwal\Hin=अरविंड़केजरिवल didn't\Eng include\Eng a\Eng word\Eng ""…\O https\Eng ://\O t\Eng .\O co\Eng /\O BBHwH8tu04\Eng "\O 
2406\O ,"\O So\Eng this\Hin=तीस lakdi\Hin=लकड़ी pehelwan\Hin=पहलवन @\O hardikpandya7\Eng was\Eng called\Eng next\Eng Kapil\Eng Dev\Hin=देव ,\O he\Eng turned\Eng out\Eng to\Eng be\Eng flopppest\Eng than\Eng Saba\Hin=सब Karim\Hin=करिम 😀😀\O 

#\O INDvSA\Hin=इंद्वसा 
#\O RohitSharma\Hin=रोहितशर्मा "\O 
2407\O ,\O I\Eng am\Eng back\Eng 😀😀😀\O https\Eng ://\O t\Eng .\O co\Eng /\O 7jiIFEBf0l\Eng 
2408\O ,"\O Guys\Eng ,\O 

I\Eng am\Eng going\Eng off\Eng Twitter\Eng .\O 

C\Eng you\Eng "\O 
2409\O ,"\O You\Hin=यूं want\Eng to\Eng salute\Eng #\O ArvindKejriwal\Hin=अरविंड़केजरिवल or\Eng abuse\Eng ?\O 
Don\Eng reply\Eng for\Eng abuse\Eng 😀😀😀\O which\Eng gaali\Hin=गाली 😜😜😜"\O 
2410\O ,"\O Akki\Hin=अक्की did\Eng movies\Eng on\Eng Sandas\Eng ,\O pad\Eng ...\O 
What\Eng else\Eng you\Eng want\Eng him\Eng to\Eng see\Eng in\Eng ?\O 
😀😀😀😐😐"\O 
2411\O ,"#\O Padmaavat\Hin=पद्मावत doing\Eng excellent\Eng business\Eng all\Eng over\Eng .\O 
Had\Eng the\Eng initial\Eng chutiyapa\Eng wasn't\Eng there\Eng ,\O it\Eng would\Eng have\Eng made\Eng 375\O cr\Eng net\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O oSAyabB0U6\Hin=आसायब्ब्0उ6 "\O 
2412,"मोदीजी\O ने\O नौकरियां\O नहीं\O दी\O ठीक\O है\O ,\O 
लेकिन\O कांग्रेस\O के\O ज़माने\O में\O इतने\O जॉब्स\O दिए\O गए\O थे\O की\O भारत\O की\O आबादी\O कम\O पड़ती\O थी…\O https\Eng ://\O t\Eng .\O co\Eng /\O pQbwYfyogs\Eng "\O 
2413\O ,\O Mukabla\Hin=मुकबला karega\Hin=करेगा Kya\Hin=क्या muzse\Hin=मुज़्से ?\O https\Eng ://\O t\Eng .\O co\Eng /\O k4wxCcY3tP\Hin=क्4व्क्स्क्स्य्3त्प 
2414\O ,"\O This\Eng guy\Eng is\Eng really\Eng a\Eng disgrace\Eng in\Eng the\Eng name\Eng of\Eng chief\Eng minister\Eng .\O 
Isn't\Eng this\Eng a\Eng division\Eng of\Eng Hindu\Eng Muslim\Eng just\Eng for\Eng bloody\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O YXn1Td0rMr\Eng "\O 
2415\O ,"@\O waglenikhil\Eng You\Eng are\Eng highly\Eng educated\Eng chutiyaa\Hin=चुटिया ....\O 

Sorry\Hin=शरी for\Eng bad\Eng language\Eng sir\Hin=सिअर 😜😜😜😜"\O 
2416\O ,"\O Our\Eng biggest\Eng fans\Eng this\Eng week\Hin=वीक :\O @\O AmiShilpaShinde\Hin=अमिषिल्पषिंदे ,\O @\O ritesh21d\Eng ,\O @\O kapilianJB\Eng .\O Thank\Eng you\Eng !\O via\Eng https\Eng ://\O t\Eng .\O co\Eng /\O YW3ZTgIYAP\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O 1UXiILdYw4\Hin=1अक्सील्डीव्4 "\O 
2417\O ,"""\O Om\Hin=ओम ""\O has\Eng very\Eng big\Eng meaning\Eng .\O 
It's\Eng sound\Eng can\Eng shake\Eng Earth\Eng as\Eng well\Eng as\Eng your\Eng mind\Eng .\O 

Chant\Hin=चंट ""\O Om\Hin=ओम ""\O today\Eng to\Eng get\Eng eternal\Eng peace\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O QeE0TnnpxT\Hin=क़े0त्न्न्प्क्स्त "\O 
2418\O ,"\O This\Hin=तीस #\O MahaShivRatri\Hin=महाशिवरात्रि I\Hin=इ bow\Eng to\Eng Lord\Eng Shiva\Eng and\Eng ask\Eng him\Eng health\Eng ,\O wealth\Eng and\Eng peace\Eng to\Eng all\Eng .\O 

Om\Hin=ओम Namah\Hin=नम Shivay\Hin=शिवय् 🙏🙏\O https\Eng ://\O t\Eng .\O co\Eng /\O wI6ApmNjae\Hin=वि6अप्म्Mजे "\O 
2419\O ,"\O Good\Hin=गूद morning\Eng laundo\Eng ..\O 

Today\Eng is\Eng #\O MahaShivaratri\Hin=महाशिवरात्रि ,\O go\Eng and\Eng get\Eng blessings\Eng of\Eng Lord\Eng Shiva\Eng ...\O 🙏🙏🙏"\O 
2420\O ,"\O Hey\Hin=है @\O tehseenp\Hin=तहसीईंप ,\O 
When\Eng you\Eng ask\Eng Mohan\Hin=मोहन Bhagwat\Hin=भगवत to\Eng apologise\Eng for\Eng saying\Eng he\Eng can\Eng make\Eng army\Eng in\Eng 3\O days\Eng ,\O 
Then\Eng you\Eng shd\Eng eat\Hin=ईअट् yo\Hin=यो …\O https\Eng ://\O t\Eng .\O co\Eng /\O od8besdzZO\Eng "\O 
2421\O ,\O Latest\Eng Stats\Eng =\O 37\O Followers\Eng and\Eng 13\O Unfollowers\Eng (\O tracked\Eng by\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O ZIgtIQhsJR\Hin=ज़िग्टीक़्स्ज्र )\O 
2422\O ,"\O So\Hin=सो Abhishek\Hin=अभिषेक Kapoor\Hin=कपूर has\Eng issues\Eng producers\Eng and\Eng hence\Eng kriarj\Hin=कर्यार्ज has\Eng refused\Eng to\Eng produce\Eng the\Eng film\Eng .\O 
Big\Eng setback\Eng for\Eng Sara\Hin=सरा Ali\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O Cyx5ffjsTL\Eng "\O 
2423\O ,"\O So\Hin=सो Ali\Eng Abbas\Eng Zafar\Eng has\Eng confirmed\Eng that\Eng NO\Eng ONE\Hin=ओन other\Eng than\Eng Bhai\Hin=भाई is\Eng casted\Eng in\Eng #\O Bharat\Hin=भारत 

Don't\Hin=डों'ट worry\Eng #\O Shilpa\Eng or\Eng #\O Bhumi\Hin=भूमि wo\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O v1dkRWEEfy\Eng "\O 
2424\O ,"\O M\Eng watching\Eng bigger\Eng blockbuster\Eng of\Eng all\Eng time\Hin=टाइम #\O Sholay\Hin=शोला on\Eng star\Eng gold\Eng ...\O 

Do\Hin=दो watch\Eng it\Eng now\Eng ..."\O 
2425\O ,"\O Tuze\Hin=तुझे bada\Hin=बड़ा time\Hin=टाइम hai\Hin=हैं sale\Eng spelling\Eng check\Hin=चेक karne\Hin=करने ka\Hin=का ..\O 
Kuch\Hin=कुछ kaam\Hin=काम dhanda\Hin=धंदा dhund\Hin=धंद le\Hin=ल bhikari\Eng ...\O https\Eng ://\O t\Eng .\O co\Eng /\O 0x1oAVTgZ9\Eng "\O 
2426\O ,"\O Salman\Eng Khan\Eng should\Eng do\Eng movies\Eng with\Eng Rajkumar\Hin=राजकुमार Hirani\Hin=हिरनी ,\O Karan\Hin=करन johar\Hin=जोहर ,\O R\Hin=र Balki\Hin=बलकी ,\O Rakesh\Hin=रकेश mehra\Eng etc\Eng and\Eng nobody\Eng can\Eng touch\Eng him\Eng ,\O not\Eng even\Eng Aamir\Hin=आमिर ..."\O 
2427\O ,"\O There\Eng was\Eng days\Eng in\Eng 2008,09\O when\Eng Akki\Eng was\Eng far\Eng from\Eng Salman\Eng Khan\Eng but\Eng now\Eng days\Eng he\Eng is\Eng no\Eng where\Eng near\Eng to\Eng Salman\Hin=सलमन ..\O 

Time\Hin=टाइम kisi\Hin=किसी ka\Hin=का nahi\Hin=नाही hota\Hin=होता "\O 
2428\O ,\O Akki\Eng trying\Eng hard\Eng to\Eng make\Hin=मके 200\O cr\Eng movie\Eng but\Eng it\Eng ends\Eng up\Eng making\Eng 100\O cr\Hin=क्र 😀😀\O 
2429\O ,"\O RSS\Eng chief\Eng has\Eng done\Eng big\Eng mistake\Eng by\Eng comparing\Eng army\Eng with\Eng RSS\Eng .\O 

Nowdays\Eng every\Eng neta\Eng is\Eng trying\Eng to\Eng defame\Eng army\Eng .\O 

They\Eng shd\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O 4M4BTs47K3\Eng "\O 
2430\O ,"\O I\Eng never\Eng celebrated\Eng Valentine's\Eng day\Eng ever\Eng in\Eng my\Eng life\Eng despite\Eng 

Many\Eng girls\Eng used\Eng to\Eng line\Hin=लाइन Maro\Hin=मरो on\Hin=ओं me\Hin=मे 😀😀"\O 
2431\O ,"\O Everyone\Eng is\Eng so\Eng obsessed\Eng about\Eng Valentine\Eng week\Eng .\O 

This\Eng is\Eng not\Eng our\Eng culture\Eng guys\Eng ."\O 
2432\O ,"\O Happy\Eng #\O HugDay\Hin=हुगड़ाय to\Eng all\Eng ..\O 

Hope\Eng everyone\Eng hugged\Eng today\Eng morning\Eng 😜😜😜"\O 
2433\O ,"\O RT\Hin=अर्त @\O KamalRKaan\Hin=कमल्रकान :\O Shilpa\Hin=शिल्पा fans\Eng ,\O honest\Eng openion\Eng needed\Eng ,\O 

Dont\Hin=डोंट you\Hin=यूं think\Eng #\O ShilpaShinde\Hin=शिल्पषिंदे must\Eng reduce\Eng her\Eng weight\Eng ?"\O 
2434\O ,\O Gained\Eng 28\O followers\Eng and\Eng lost\Eng 9\O (\O stats\Eng by\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O ZIgtIQhsJR\Hin=ज़िग्टीक़्स्ज्र )\O 
2435\O ,"#\O Race3\Eng is\Eng releasing\Eng this\Eng EID\Hin=एइअद but\Eng people\Eng are\Eng excited\Eng about\Eng #\O Bharat\Hin=भारत more\Eng than\Eng Race\Eng .\O 

Can\Eng understand\Eng power\Eng of\Eng Remo\Eng 😀😀😀"\O 
2436\O ,"\O My\Eng prayers\Eng are\Eng with\Eng the\Eng people\Eng of\Eng Moscow\Eng bound\Eng flight\Eng which\Eng got\Eng crashed\Eng .\O 
May\Eng God\Eng give\Eng them\Eng courage\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O UGQqwMNz9j\Hin=उग्क़्क़्व्म्Mज़्9ज "\O 
2437,सर\O आप\O को\O देख\O के\O शिक्षा\O पर\O शक\O आने\O लगता\O है\O 😝😝😝\O https\Eng ://\O t\Eng .\O co\Hin=को /\O cgrR5hoONH\Hin=च्ग्र्र्5ऊँह 
2438\O ,\O Astonished\Eng to\Eng see\Eng people\Eng are\Eng more\Eng interested\Eng in\Eng watching\Eng #\O Khilji\Eng than\Eng #\O Padman\Eng 😀😀😀\O 
2439\O ,"#\O Padman\Eng collected\Eng very\Eng good\Eng 13.5\O cr\Eng on\Eng Saturday\Eng .\O 
Shd\Eng jump\Eng today\Eng as\Eng well\Eng .."\O 
2440\O ,"\O Canadian\Eng Akshay\Eng Kumar\Hin=कुमार Bhai\Hin=भाई sahab\Hin=साहब trying\Eng hard\Eng to\Eng get\Eng Padma\Eng Shri\Hin=श्री 

#\O padman\Hin=पद्मैन #\O Tepk\Hin=तेप्क 😀😀😀"\O 
2441,ये\O पकोड़े\O वाला\O ही\O आपको\O खुद\O की\O जित\O के\O पकोड़े\O खिलायेगा\O 2019\O में\O 😝😝😝\O https\Eng ://\O t\Eng .\O co\Eng /\O R33kh5hVMK\Eng 
2442\O ,"\O Good\Hin=गूद morning\Eng guys\Eng .\O 

Very\Eng much\Eng body\Eng pain\Eng today\Eng ..\O 😵😵\O 

Sala\Hin=साला Dimag\Hin=दीमग kharab\Hin=खराब ho\Hin=ह Gaya\Hin=गया hai\Hin=हैं ...\O Any\Eng tablet\Eng ?"\O 
2443\O ,\O Gained\Eng 30\O followers\Eng and\Eng lost\Eng 10\O (\O stats\Eng by\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O ZIgtIQhsJR\Hin=ज़िग्टीक़्स्ज्र )\O 
2444\O ,"\O Rahul\Eng Gandhi\Eng ji\Hin=जी ne\Hin=ने kitna\Hin=कितना bhi\Hin=भही tweet\Hin=तवीट kar\Hin=कार lo\Hin=ल ,\O lekin\Hin=लेकिन aap\Hin=आअप् kabhi\Hin=कभी sapne\Hin=सपने me\Hin=मे bhi\Hin=भही PM\Hin=प्म nahi\Hin=नाही ban\Hin=बान sakte\Hin=सकते 😀😀\O 

@\O OfficeOfRG\Hin=औफिसिओफ्र्Mग "\O 
2445\O ,\O Kal\Hin=का kejriwal\Hin=केजरिवल ke\Hin=क L\Hin=ल lagne\Hin=लगने wale\Hin=वाले hai\Hin=हैं shayad\Eng 😀😀😀\O https\Eng ://\O t\Eng .\O co\Hin=को /\O lbJaGOCmaL\Hin=ल्ब्जगोकमल 
2446,"मोदीजी,\O की\O एक\O बात\O तो\O माननी\O पड़ेगी,\O की\O कांग्रेस\O वाले\O कितना\O भी\O बोले,\O ये\O बाँदा\O इनको\O जरासी\O भी\O घांस\O नहीं\O डालता\O 😝😝😝"\O 
2447\O ,"\O Looks\Eng like\Eng #\O AliaBhatt\Eng broke\Eng up\Eng with\Eng Sid\Eng ...\O 
Of\Eng course\Eng who\Eng would\Eng love\Eng to\Eng date\Eng a\Eng flop\Eng actor\Eng when\Eng she\Eng is\Eng a\Eng superstar\Hin=सुपर्स्टर "\O 
2448\O ,"\O Sid\Hin=सिड़ #\O Aiyaary\Hin=आइयारी is\Eng getting\Eng postponed\Eng every\Eng time\Eng .\O 
Bichare\Hin=बिछरे ki\Hin=की hath\Hin=हाथ ki\Hin=की lakeer\Hin=लकीर ghis\Hin=घीस gayi\Hin=गयी hai\Hin=हैं shayad\Hin=शायद 😀😀"\O 
2449\O ,"\O Shilpa\Eng fans\Eng ,\O honest\Eng openion\Eng needed\Eng ,\O 

Dont\Hin=डोंट you\Hin=यूं think\Eng #\O ShilpaShinde\Hin=शिल्पषिंदे must\Eng reduce\Eng her\Eng weight\Eng ?"\O 
2450\O ,"\O It's\Eng all\Eng about\Eng stardom\Eng .\O 
Akshay\Eng know\Eng Khan's\Eng will\Eng always\Eng be\Eng favorite\Eng than\Eng him\Eng ...\O 
Indian\Eng audience\Eng love\Eng masala\Hin=मसाला than\Eng co\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O i7wb6dohMS\Eng "\O 
2451\O ,"#\O ShilpaShinde\Hin=शिल्पषिंदे said\Eng she\Eng shdnt\Eng do\Eng seriels\Eng anymore\Eng .\O 

She\Eng is\Eng absolutely\Eng correct\Eng .\O She\Eng shd\Eng try\Hin=त्राई Bollywood\Eng now\Eng .\O 
If\Hin=इफ़ tv\Hin=व star\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O hCiBKBfwp3\Eng "\O 
2452\O ,"\O So\Hin=सो andaz\Hin=अन्दाज़ apna\Hin=अप्ना apna\Hin=अप्ना and\Hin=एंड hum\Hin=हम aapke\Hin=आपके Hai\Hin=हैं Kon\Eng won\Eng the\Eng title\Eng of\Eng most\Eng favorite\Eng movies\Eng ...\O 

Cool\Eng decision\Eng ...\O Shocking\Eng to\Eng see\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O pwBpUGIqcQ\Hin=पव्ब्पुगिक़्च्क़ "\O 
2453,मोदी\O की\O मार\O और\O कुछ\O दिन\O बाद\O केजरीवाल\O की\O हार\O अटल\O है\O 😀😀😀😀\O 
2454,"आज\O से\O ठीक\O 3\O साल\O पहले\O ,\O यू\O टर्न\O का\O जनम\O हुआ\O 

#\O VictoryOfCommonMan\Hin=विक्ट्र्योफ्कॉम्मोंअमन "\O 
2455,"आज\O से\O ठीक\O 3\O साल\O पहले,\O सिर्फ\O केजरीवाल\O जी\O की\O जित\O हुयी\O और\O आम\O आदमी\O की\O हार\O ....\O 

#\O VictoryOfCommonMan\Hin=विक्ट्र्योफ्कॉम्मोंअमन 
@\O KapilMishra\Hin=कपिलमेशरा _\O IND\Hin=इन्द "\O 
2456\O ,"\O Asli\Hin=असली ho\Hin=ह ya\Hin=या nakli\Hin=नकली ,\O 

Baat\Hin=बात me\Hin=मे dum\Hin=दुम aur\Hin=अर् reality\Eng chahiye\Hin=चाहिये .\O 
😀😀\O 
Agree\Eng ?"\O 
2457\O ,"\O If\Eng I\Eng start\Eng promoting\Eng any\Eng movie\Eng ,\O nobody\Eng can't\Eng stop\Eng it\Eng grossing\Eng 100\O cr\Eng at\Eng least\Eng ..\O 

But\Hin=बुत I\Eng don't\Hin=डों'ट cos\Hin=कोस I\Hin=इ am\Eng neutral\Eng .."\O 
2458\O ,"#\O Padman\Eng day\Eng 1\O collections\Eng are\Eng approximately\Eng 10\O crore\Eng which\Eng is\Eng fair\Eng number\Eng .\O 

#\O TEPK\Eng did\Eng 11.5\O cr\Eng nett\Eng ...."\O 
2459\O ,"\O Today\Eng #\O Padman\Eng will\Eng get\Eng huge\Eng jump\Eng in\Eng collections\Eng .\O 

होप\O कल\O अक्की\O पाद\O पे\O मूवी\O न\O बनाये\O 😝😝"\O 
2460\O ,"\O Good\Hin=गूद morning\Eng laundo\Eng ..\O 
Ki\Hin=की haal\Hin=हाल hai\Hin=हैं ....\O 😀😀"\O 
2461\O ,\O Gained\Eng 27\O followers\Eng and\Eng lost\Eng 11\O (\O stats\Eng by\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O ZIgtIQhsJR\Hin=ज़िग्टीक़्स्ज्र )\O 
2462\O ,"\O Good\Eng night\Eng guys\Eng .\O 

Have\Eng a\Eng great\Eng weekend\Eng ...\O 
Do\Hin=दो full\Hin=फुल time\Hin=टाइम mahole\Hin=महौले and\Eng chutiyapa\Eng "\O 
2463,"वाह\O ,पहला\O इंसान\O देखा\O है\O जिसको\O कोण\O हैक\O करने\O वाला\O है\O पहले\O से\O ही\O पता\O है\O 😝😝😀😀\O 

इनको\O राज्यसभा\O का\O टिकट\O चाहिए\O 😀😀\O https\Eng ://\O t\Eng .\O co\Eng /\O x7NZsQojrV\Eng "\O 
2464\O ,"\O Don't\Eng mind\Eng if\Eng people\Eng call\Eng me\Hin=मे Bhakt\Hin=भक्त again\Eng ..\O 
But\Eng laughter\Eng of\Eng #\O RenukaChoudhary\Eng was\Eng utterly\Eng disgraceful\Eng .\O Itna\Hin=इत्ना to\Hin=तू Koi\Hin=कोई ra\Hin=रा …\O https\Eng ://\O t\Eng .\O co\Eng /\O ykwL9kER7y\Eng "\O 
2465\O ,"\O Anyone\Eng watching\Eng one\Eng the\Eng finest\Eng film\Eng ever\Eng made\Eng in\Eng Bollywood\Eng ?\O 

#\O bajrangibhaijaan\Hin=बाजरांगिभैजान https\Eng ://\O t\Eng .\O co\Eng /\O nGI49tO32a\Eng "\O 
2466\O ,\O RT\Eng @\O lakhan50253881\Eng :\O I\Eng m\Hin=म your\Eng huge\Eng fan\Eng KRK\Eng https\Eng ://\O t\Eng .\O co\Eng /\O 7m0GGTg4Zw\Eng 
2467\O ,"\O Hey\Hin=है Media\Eng guys\Eng ,\O 

Which\Eng underwear\Eng #\O Taimur\Eng wore\Eng today\Eng ?\O Any\Eng idea\Eng 😜😜😜"\O 
2468\O ,"\O The\Eng only\Eng film\Eng of\Eng Akki\Eng which\Eng can\Eng earn\Eng more\Eng than\Eng 150\O cr\Hin=क्र Wil\Eng be\Eng #2.0\O 

That\Eng too\Eng cos\Eng of\Eng Rajni\Eng sir\Hin=सिअर 😀😀"\O 
2469\O ,"\O Modiji\Eng can't\Eng stop\Eng talking\Eng about\Eng congress\Eng and\Eng Congress\Eng can't\Eng stop\Eng talking\Eng about\Eng Modiji\Eng .\O 

And\Eng both\Eng forget\Eng India\Eng 😀😀😀"\O 
2470\O ,"\O This\Eng is\Eng becoming\Eng a\Eng talk\Eng of\Eng town\Eng #\O Taimur\Eng 
Are\Hin=अरे media\Hin=मीडिया walo\Hin=वालों ,\O jine\Hin=जीने do\Hin=दो yaar\Hin=यार hame\Hin=हमे ...\O we\Hin=वी are\Eng not\Eng interested\Eng in\Eng this\Eng kid\Eng anymo\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O 5AdTUlkGWQ\Eng "\O 
2471\O ,"#\O Padman\Eng :-\O 
Review\Eng :-\O Very\Eng simple\Eng film\Eng with\Eng novel\Eng thought\Eng and\Eng brilliantly\Eng executed\Eng 
Screenplay\Eng :-\O Bit\Eng slow\Eng but\Eng engagi\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O kiYk16jyZG\Eng "\O 
2472\O ,@\O HardikPatel\Hin=हर्डिकपटेल _\O Abe\Hin=अबे tu\Hin=तू Kya\Hin=क्या prime\Eng minister\Eng hai\Hin=हैं ya\Hin=या chief\Eng minister\Eng hai\Hin=हैं Jo\Hin=ज apna\Hin=अप्ना program\Hin=प्रोग्राम Bata\Hin=बता Raha\Hin=रह hai\Hin=हैं 😜😜\O 
2473\O ,"\O Good\Hin=गूद morning\Eng laundo\Eng ..\O 

Today\Eng taking\Eng day\Eng off\Eng from\Eng all\Eng the\Eng work\Eng ...\O 
Only\Hin=ओन्ली aaram\Hin=आरम and\Hin=एंड chutiyapa\Eng 😀😀😀"\O 
2474\O ,\O Welcome\Hin=वेल्कमअ to\Eng my\Eng new\Eng 33\O followers\Eng and\Eng goodbye\Eng to\Eng 12\O unfollowers\Eng (\O FREE\Eng stats\Eng by\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O bpLMmfMPZE\Hin=ब्प्म्म्फ्म्प्जे )\O 
2475\O ,"\O Good\Eng night\Eng guys\Eng .\O 
Aaj\Hin=आअय् yaar\Hin=यार tabiyat\Hin=तबीयत kharab\Hin=खराब hai\Hin=हैं ...\O Unwell\Eng ...\O 

So\Hin=सो Jao\Hin=जाओ mast\Hin=मस्त 🙏\O 
C\Eng you\Hin=यूं tommorow\Hin=तोम्मोरो "\O 
2476\O ,"\O When\Eng the\Eng petroleum\Eng products\Eng will\Eng be\Eng under\Eng GST\Eng ?\O 

#\O DavosDarpan\Eng "\O 
2477\O ,\O RT\Eng @\O taran\Hin=तरन _\O adarsh\Hin=आदर्श :\O #\O TigerZindaHai\Hin=टाइगरजिंदहाई to\Eng get\Eng the\Eng widest\Eng release\Eng in\Eng Russia\Eng [\O over\Eng 70\O screens\Eng ]\O with\Eng Russian\Eng voiceover\Eng ...\O Mark\Eng the\Eng date\Eng :\O 15\O Feb\Eng 2018…\O 
2478,यही\O तो\O है\O कांग्रेस\O का\O रामबाण\O उपाय\O घोटाले\O करने\O का\O 😝😝😝😝\O https\Eng ://\O t\Eng .\O co\Eng /\O gB4ENbchU9\Eng 
