,0\O 
2886\O ,\O I\Eng told\Eng a\Eng snr\Eng banker\Hin=बनकेर '\O ur\Hin=उर like\Eng CrimeMaster\Eng Gogo-Aaya\Eng hoon\Hin=हूँ toh\Hin=तोह kuch\Hin=कुछ lekar\Hin=लेकर jaoonga'\Hin=जाऊँग' .\O He\Eng was\Eng flattered\Eng Thank\Eng God\Eng !\O He\Eng advises\Eng me\Eng on\Eng my\Eng investments\Eng ;)\EMT 
2887\O ,\O RT\Eng @\O RedFM\Eng _\O Mumbai\Eng :\O Q1\Eng -\O Name\Eng any\Eng 2\O songs\Eng from\Eng the\Eng movie\Eng @\O SairatMovie\Eng .\O #\O Contest\Eng @\O thefreejinn\Eng @\O Contestmumbai\Eng @\O Contestick\Eng @\O mymalishka\Hin=मीनलिश्का #\O Malishk\Hin=म्लिश्क …\O 
2888\O ,\O Let's\Hin=लेत्'स do\Hin=दो this\Eng :)\EMT https\Eng ://\O t\Eng .\O co\Eng /\O 8XtD44Gtfc\Eng 
2889\O ,\O RT\Eng @\O RedFM\Eng _\O Mumbai\Eng :\O Hey\Hin=है tweeps\Eng !\O Answer\Eng three\Eng simple\Eng questions\Eng &\O amp\Eng ;\O you\Eng could\Eng get\Eng to\Eng meet\Eng the\Eng cast\Eng of\Eng @\O SairatMovie\Eng !\O Follow\Eng us\Eng &\O amp\Eng ;\O RT\Hin=अर्त #\O MalishkaLIVEwit\Hin=म्लिश्कलीवेउइत …\O 
2890\O ,"\O RT\Eng @\O RedFM\Eng _\O Mumbai\Eng :\O @\O mymalishka\Hin=मीनलिश्का @\O malishkakeboys\Eng Certainly\Eng ,\O we\Eng are\Eng coming\Eng up\Eng with\Eng a\Eng contest\Eng in\Eng 10\O mins\Eng ...\O RT\Eng and\Eng spread\Eng the\Eng word\Hin=वर्ड #\O MalishkaLIVEw\Hin=म्लिश्कलीवेऊ …"\O 
2891,.\O @\O malishkakeboys\Eng @\O RedFM\Eng _\O Mumbai\Hin=मुंबई #\O MalishkaLIVEwithSairat\Hin=म्लिश्कलीवेउइदसैरत https\Eng ://\O t\Eng .\O co\Eng /\O Hf810TU1jV\Eng 
2892,.\O @\O malishkakeboys\Hin=म्लिश्काकबोइ #\O MalishkaLIVEwithSairat\Hin=म्लिश्कलीवेउइदसैरत https\Eng ://\O t\Eng .\O co\Eng /\O 6tjiTzby0F\Eng 
2893\O ,\O Watch\Eng and\Eng give\Eng me\Hin=मे a\Eng review\Eng on\Eng Monday\Eng .\O :)\EMT @\O ThithiTheFilm\Eng @\O RedFM\Eng _\O Mumbai\Eng https\Eng ://\O t\Eng .\O co\Eng /\O c4C9QoQNyo\Eng 
2894,.\O @\O malishkakeboys\Hin=म्लिश्काकबोइ #\O MalishkaLIVEwithSairat\Hin=म्लिश्कलीवेउइदसैरत on\Hin=ओं Monday\Eng https\Eng ://\O t\Eng .\O co\Eng /\O 8lWCrBHxp3\Eng 
2895,:)\O @\O malishkakeboys\Hin=म्लिश्काकबोइ #\O MalishkaLIVEWithSairat\Hin=म्लिश्कलीवेउइदसैरत https\Hin=ह्त्ट्प्स ://\O t\Eng .\O co\Eng /\O q9ly8g5F5D\Eng 
2896\O ,\O Tune\Hin=धुने in\Eng .\O Archie's\Eng birthday\Eng ...\O Aga\Hin=अगा #\O Sairat\Hin=सैरत chi\Hin=चि Archi\Hin=आर्की Urrf\Eng Rinku\Hin=रिनकू .\O She\Eng is\Eng adorable\Eng n\Eng spunky\Eng .\O Getting\Eng her\Eng in\Eng the\Eng studio\Eng on\Eng Monday\Eng @\O RedFM\Eng _\O Mumbai\Eng 
2897\O ,\O I\Hin=इ wanna\Hin=वाना put\Eng my\Eng #\O snapchat\Eng id\Eng up\Eng here\Eng 😎\EMT Such\Hin=सच a\Eng popular\Eng lil\Eng ten-second-hottie\Eng it\Eng has\Eng become\Eng !\O It's\Hin=इत्'अ mymalishka\Hin=मीनलिश्का yesss\Eng :)\EMT https\Eng ://\O t\Eng .\O co\Eng /\O kjnnQoxAP9\Eng 
2898\O ,\O Which\Eng one\Eng precisely\Eng ?\O :)\EMT @\O malishkakeboys\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O AWzcArEDb6\Hin=आव्ज़्करेद्ब्6 
2899\O ,\O I've\Eng got\Eng 6\O of\Eng these\Eng beauties\Eng to\Eng giveaway\Eng #\O QuickContest\Eng on\Eng @\O RedFM\Eng _\O Mumbai\Eng for\Eng @\O ThithiTheFilm\Hin=तिठीथफिल्म .\O Call\Eng in\Eng on\Eng 66935935\O Now\Hin=नो .\O https\Eng ://\O t\Eng .\O co\Eng /\O FokP2HB5Qe\Eng 
2900\O ,\O Debating\Eng NOW\Hin=नो :\O is\Eng there\Eng a\Eng slow\Eng Mumbai\Eng in\Eng this\Eng fast\Eng Mumbai\Hin=मुंबई ?\O Can\Hin=सकें 1\O really\Eng chill\Eng on\Eng weekdays\Eng n\Eng watch\Eng a\Eng sunset\Eng ??\O #\O Mumbaiwantstoknow\Eng @\O RedFM\Eng _\O Mumbai\Eng 
2901\O ,\O I'm\Eng more\Eng worried\Eng that\Eng you're\Eng losing\Eng sleep\Eng over\Eng it\Hin=इट !\O Hahaha\Hin=हहाह .\O First\Eng let's\Eng get\Eng counselling\Eng for\Eng that\Eng ;)\EMT https\Eng ://\O t\Eng .\O co\Eng /\O vhwv95GKJf\Eng 
2902\O ,"\O RT\Eng @\O RoadsOfMumbai\Eng :\O Please\Eng help\Eng victims\Eng of\Eng road\Eng accidents\Eng .\O Your\Eng help\Eng could\Eng save\Eng a\Eng life\Eng !\O 

@\O smart\Eng _\O mumbaikar\Hin=मुंबैकर @\O MumbaiPolice\Hin=मुंब्य्पुलिस @\O Navimumpolice\Eng https\Eng …"\O 
2903\O ,"\O I'm\Eng very\Eng excited\Eng to\Eng chat\Eng wth\Eng the\Eng 26\O yr\Eng old\Eng @\O RaamReddy89\Eng ,\O maker\Eng of\Eng @\O ThithiTheFilm\Hin=तिठीथफिल्म tomorrow\Eng on\Eng my\Eng show\Eng 9\O to\Eng 10\O am\Hin=आम .\O Tune\Hin=धुने in\Eng @\O RedFM\Eng _\O Mumbai\Eng "\O 
2904\O ,\O Political\Eng Science\Eng is\Eng about\Eng Cooking\Eng ??!!!\O That's\Eng what\Eng I\Eng majored\Eng in\Eng and\Eng I\Eng am\Hin=आम no\Eng cook\Eng either\Eng 😂😂😂\O https\Eng ://\O t\Eng .\O co\Eng /\O gRhHdSTUFC\Eng 
2905\O ,\O Happy\Hin=हैप्पी birthday\Hin=बर्थ़ड्य @\O sonakshisinha\Hin=सोनाक्षिसिंघा .\O Have\Eng a\Eng great\Eng vacation\Eng and\Eng a\Eng kickass\Eng year\Eng ahead\Eng .💃💃💃\O 
2906\O ,\O Oh\Hin=ओह ma\Hin=मा gawd\Hin=गव्ड़ I\Hin=इ swear\Hin=स्वियर I\Hin=इ ate\Eng pickle\Eng after\Eng aggggges\Eng sometime\Eng back\Eng .\O Stepped\Eng out\Eng mid\Eng show\Eng n\Eng tasted\Eng some\Eng 😆\EMT https\Eng ://\O t\Eng .\O co\Hin=को /\O 4zirbcCnI3\Eng 
2907\O ,\O Hey\Hin=है R\Hin=र &\O amp\Eng ;\O M\Eng always\Eng good\Eng to\Eng talk\Eng to\Eng you\Eng :)\EMT @\O RedFM\Eng _\O Mumbai\Eng @\O malishkakeboys\Eng @\O RedFMIndia\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O 2hLiOCANCi\Hin=2हलिओकैंची 
2908\O ,\O You\Hin=यूं meet\Hin=मीत me\Hin=मे soon\Hin=सूं !\O I\Eng owe\Eng you\Eng a\Hin=आ Biryani\Eng :)\EMT https\Eng ://\O t\Eng .\O co\Eng /\O fAw3R1VfEC\Eng 
2909\O ,\O There's\Eng no\Eng such\Eng thing\Eng as\Eng closed\Eng on\Eng #\O Twitter\Eng I\Hin=इ guess\Eng :)\EMT https\Eng ://\O t\Eng .\O co\Hin=को /\O OpqJqvUF53\Eng 
2910\O ,\O Anytime\Eng :)\EMT @\O RedFMIndia\Eng @\O RedFM\Eng _\O Mumbai\Eng @\O malishkakeboys\Eng https\Eng ://\O t\Eng .\O co\Eng /\O akpGCM9Lwa\Eng 
2911,👍\O https\Eng ://\O t\Eng .\O co\Hin=को /\O akpGCMrmUK\Hin=अक्प्ग्क्म्रमक 
2912\O ,\O Dude\Eng what\Eng I\Eng said\Eng is\Eng true\Eng .\O When\Eng have\Eng I\Eng not\Eng ??!!!:)\O @\O RedFM\Eng _\O Mumbai\Eng https\Eng ://\O t\Eng .\O co\Eng /\O bqctx3oxBS\Eng 
2913\O ,@\O ayu98srivastava\Eng but\Eng why\Eng ???\O 
2914\O ,\O Mwah\Hin=मवाह :)\EMT Thankyouuuu\Eng https\Eng ://\O t\Eng .\O co\Eng /\O 52M313JKPM\Eng 
2915\O ,\O Here's\Eng another\Eng one\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O spuIPgMCoo\Hin=सपुइप्ग्म्कू 
2916\O ,\O Means\Eng like\Eng @\O starutsav\Eng such\Eng delish\Eng stuff\Hin=स्तूफ Ki\Hin=की diet\Hin=डाइअट् Ki\Hin=की tai\Hin=ताई tai\Hin=ताई phish\Hin=फिश Ho\Hin=ह jaaye\Hin=जाये .\O Thanks\Eng from\Eng us\Eng :)\EMT https\Eng ://\O t\Eng .\O co\Eng /\O H1IdV8jl94\Eng 
2917\O ,\O Pehli\Hin=पहली slow\Hin=स्लो train\Eng Churchgate\Eng se\Hin=सी nikal\Hin=निकल gayi\Hin=गयी twenty\Eng minutes\Eng back\Eng .\O It\Eng will\Eng take\Eng a\Eng while\Eng for\Eng train\Eng travel\Eng to\Eng return\Eng to\Eng normalcy\Eng though\Eng .\O #\O Mumbai\Eng 
2918\O ,"\O RT\Eng @\O ShashiTharoor\Hin=शाशिठारूर :\O Agree\Eng completely\Eng on\Eng need\Eng to\Eng defend\Eng @\O thetanmay's\Eng right\Eng to\Eng be\Eng obnoxious\Eng .\O Democracies\Eng don't\Eng censor\Eng jokes\Eng ,\O even\Eng bad\Eng ones\Eng 
htt\Eng …"\O 
2919\O ,\O Services\Eng to\Eng resume\Eng by\Eng around\Eng 10.30\O am\Eng say\Eng the\Eng Western\Eng Rly\Eng Authorities\Eng to\Eng us\Hin=उस .\O The\Eng offending\Eng coach\Eng has\Eng been\Eng cleared\Eng from\Eng the\Eng tracks\Eng ;)\EMT #\O Mumbai\Eng 
2920\O ,#\O Tanmay\Hin=तनम्य phir\Hin=फिर se\Eng first-name-basis\Eng famous\Eng Ho\Hin=ह Gaya\Hin=गया ;)\EMT aur\Hin=अर् TV\Hin=व pe\Hin=पी Sabko\Hin=सबको chillaane\Hin=चिल्लाने ka\Hin=का Mauka\Hin=मौका mil\Hin=मिल Gaya\Eng !#\O FreedomofSpeech\Eng or\Eng not\Eng ?\O 
2921\O ,\O Thanks\Eng for\Eng yet\Eng another\Eng :)\EMT Awesome\Eng award\Eng season\Eng this\Eng :)\EMT @\O RedFM\Eng _\O Mumbai\Eng @\O RedFMIndia\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O 4oStDfAqch\Hin=4आस्ट्द्फक़्च 
2922\O ,\O Sangat\Hin=संगत ka\Hin=का asar\Hin=असर hoga\Hin=होग 😉\EMT @\O iampritampyaare\Hin=इयामपरीतंप्यारे https\Hin=ह्त्ट्प्स ://\O t\Eng .\O co\Hin=को /\O oOJHuNyuJY\Hin=ऊऊझूनुज्य 
2923\O ,\O Happy\Eng Happies\Eng to\Eng AdityaVir\Hin=आदित्यवीर .\O Thanks\Hin=थान्क @\O iampritampyaare\Hin=इयामपरीतंप्यारे n\Hin=न Aman\Hin=अमन for\Eng inviting\Eng the\Eng Big\Eng kids\Eng over\Eng as\Eng well\Eng ;)\EMT @\O thedivasushant\Eng https\Eng ://\O t\Eng .\O co\Eng /\O EUtrid86C9\Eng 
2924\O ,\O That's\Eng our\Eng team\Eng 😎\EMT *\O NoWorkwillhappencozwewontheIPLMode\Eng *\O @\O RedFMIndia\Eng @\O SunRisers\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O SFqJQvqIau\Hin=स्फ्क़्ज्क़्व्क़िउ 
2925\O ,\O RT\Eng @\O henrygayle\Eng :\O Congrats\Eng @\O SunRisers\Eng for\Eng becoming\Eng champion\Eng of\Eng @\O IPL\Eng 9.\O Unlucky\Eng again\Eng @\O RCBTweets\Eng ..\O Was\Eng a\Eng great\Eng final\Eng overall\Eng ...\O Thanks\Eng to\Eng fan\Eng …\O 
2926\O ,"\O Award\Eng ka\Hin=का season\Hin=सीजं hai\Hin=हैं ,\O isssssliye\Hin=इस्सलिये parrrteee\Hin=पर्र्रते ka\Hin=का reason\Hin=रिजं hai\Hin=हैं 😜😜😜\O @\O nisha\Hin=निशा _\O narayanan\Hin=नारायनन hai\Hin=हैं naaa\Hin=नाआ ?\O @\O SunRisers\Eng @\O RedFMIndia\Eng "\O 
2927\O ,\O Ohmagawd\Eng what\Eng a\Eng match\Eng !\O Meri\Hin=मेरी team\Hin=टीअम् ne\Hin=ने jo\Hin=ज bowling\Hin=बाउलिंग Ki\Hin=की hai\Hin=हैं naa\Hin=ना !!\O Chumma\Hin=चुम्मा !\O Congrats\Eng @\O RedFMIndia\Eng @\O SunRisers\Eng @\O RedFM\Eng _\O Mumbai\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O 43OSlo0dbT\Eng 
2928\O ,\O I\Hin=इ love\Hin=लव you\Hin=यूं @\O imVkohli\Hin=इम्व्कोहली but\Eng right\Eng about\Eng now\Eng I\Eng have\Eng a\Eng huge\Eng grin\Eng on\Eng my\Eng face\Eng 😀\O Come\Hin=कौमअ on\Eng SRH\Eng @\O SunRisers\Eng for\Eng @\O RedFMIndia\Eng 
2929\O ,\O Pls\Eng carry\Eng on\Eng !!!\O Go\Hin=गो Yuvi\Hin=युई !!!!\O Win\Eng win\Eng win\Eng #\O SRHvsRCB\Eng #\O IPLfinal\Eng @\O RedFMIndia\Eng #\O Yuvrajsingh\Eng @\O YUVSTRONG12\Eng @\O RedFM\Eng _\O Mumbai\Eng https\Eng ://\O t\Eng .\O co\Eng /\O ItMfG9XH5i\Eng 
2930\O ,"\O Woohooo\Hin=वूह्zऊ .\O Tv\Hin=व ke\Hin=क saamne\Hin=सामने Tainaaat\Hin=तानाआअत् ,\O hum\Hin=हम hain\Hin=हैं #\O SRH\Hin=श्र ke\Hin=क saath\Hin=सात 😎\EMT #\O IPLfinal\Eng @\O RedFMIndia\Eng @\O RedFM\Eng _\O Mumbai\Eng https\Eng ://\O t\Eng .\O co\Eng /\O b63YolG7FL\Eng "\O 
2931\O ,"\O Massst\Hin=मस्स्त Kabab\Hin=कबाब sharab\Hin=शराब aur\Hin=अर् shabab\Hin=शबाब ...\O that's\Hin=शत्'अ what\Eng a\Hin=आ Bollywood\Eng villain\Eng would\Eng say\Eng ;)\EMT Super\Eng ,\O s\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O UBtO113ggB\Eng https\Eng ://\O t\Eng .\O co\Eng /\O yZ2z8M3YsE\Eng "\O 
2932\O ,"\O Massst\Hin=मस्स्त Kabab\Hin=कबाब sharab\Hin=शराब aur\Hin=अर् shabab\Hin=शबाब ...\O that's\Hin=शत्'अ what\Eng a\Hin=आ Bollywood\Eng villain\Eng would\Eng say\Eng ;)\EMT Super\Eng ,\O s\Eng https\Eng ://\O t\Eng .\O co\Eng /\O kG5Rm9PoRv\Eng https\Eng ://\O t\Eng .\O co\Eng /\O h4tUsTVXkF\Eng "\O 
2933\O ,\O Townside\Eng on\Eng a\Eng Sunday\Eng Morning\Eng .\O Ufff\Hin=उफ् !\O Makkhan\Hin=माकान si\Hin=सी sadkein\Hin=सडकें and\Hin=एंड Khushi\Hin=खुशी se\Hin=सी jhoomte\Hin=झूमते nariyal\Hin=नारियल ke\Hin=क trees\Eng !\O #\O Mumbai\Eng https\Eng ://\O t\Eng .\O co\Eng /\O w2q8ooI0zD\Eng 
2934\O ,"#\O AllThatJazz\Eng :\O The\Eng opening\Eng night\Eng of\Eng #\O Kashish\Eng n\Hin=न I\Hin=इ simply\Eng had\Eng to\Eng sing\Eng about\Eng LOVE\Hin=लव .\O The\Hin=ते theme\Eng is\Eng 7\O shades\Eng of\Eng Love\Eng after\Eng all\Eng 
https\Eng ://\O t\Eng .\O co\Eng /\O E9b5rN8Ju4\Eng "\O 
2935\O ,\O Woohoooooooo\Hin=वूह्zउउउउउऊ partehhhhh\Hin=पारतेह @\O RedFM\Eng _\O Mumbai\Eng https\Eng ://\O t\Eng .\O co\Eng /\O lpTLXPxZf3\Eng 
2936\O ,\O Thankyou\Eng 😊\EMT https\Eng ://\O t\Eng .\O co\Hin=को /\O oIZGeanACn\Hin=ओइज्गिअनाक्M 
2937\O ,\O Hosting\Eng The\Eng Opening\Eng Night\Eng of\Eng @\O KashishMIQFF\Hin=काशिशमिक़्फ .\O This\Eng fab\Eng film\Eng festival\Eng is\Eng on\Eng till\Eng Sunday\Eng .\O Check\Eng out\Eng the\Eng Sched\Eng online\Eng .\O https\Eng ://\O t\Eng .\O co\Eng /\O 5SE3f2rsel\Eng 
2938\O ,"\O This\Eng chick\Eng is\Eng cute\Eng and\Eng dances\Eng like\Eng MJ\Eng ;)\EMT Gotta\Hin=गोट्टा do\Hin=दो the\Eng birdie\Eng dance\Eng .\O #\O TheAngryBirdMovie\Eng Premiere\Eng tonight\Eng .\O So\Hin=सो cute\Hin=कट्य .\O 
https\Eng ://\O t\Eng .\O co\Eng /\O 1I6Z6JxUx8\Eng "\O 
2939\O ,\O Doing\Eng the\Hin=ते #\O PremRatanDhanPaayo\Hin=प्रेम्रतन्धन्प़आयो dance\Hin=डांस on\Eng stage\Eng @\O KashishMIQFF\Hin=काशिशमिक़्फ on\Eng request\Eng while\Eng talking\Eng about\Eng LGBT\Eng rights\Eng and\Eng support\Eng .\O https\Eng ://\O t\Eng .\O co\Eng /\O vWyhXufov3\Eng 
2940\O ,\O Done\Hin=डोन् :)\EMT Tumne\Hin=तुमने poochcha\Hin=पूच्चा Maine\Hin=मैंने poochcha\Hin=पूच्चा :)\EMT On\Eng today's\Eng show\Eng that's\Eng what\Eng we\Eng will\Eng do\Eng .\O https\Eng ://\O t\Eng .\O co\Eng /\O Lh4wwMDk12\Eng 
2941\O ,\O A\Eng Celebration\Eng n\Eng a\Eng relearning\Eng of\Eng Love\Eng !\O Proud\Eng to\Eng have\Eng hosted\Eng the\Eng opening\Eng night\Eng #\O KASHISH2016\Eng n\Eng to\Eng share\Eng d\Eng stage\Eng with\Eng 😇\EMT https\Eng ://\O t\Eng .\O co\Hin=को /\O iFvuL4pXY3\Hin=इफ्वल्4प्क्स्य्3 
2942\O ,"\O The\Eng rains\Eng ,\O the\Eng rains\Eng -\O the\Eng not\Eng so\Eng real\Eng ,\O not\Eng yet\Eng but\Eng yet\Hin=यत NOW\Eng #\O Rains\Eng !\O The\Eng skies\Eng in\Eng Lower\Eng Parel\Eng .\O Bhai\Hin=भाई Wah\Eng !\O https\Eng ://\O t\Eng .\O co\Hin=को /\O AkqToh2UtU\Hin=अक्क़्टोह्2उतू "\O 
2943\O ,\O Thankyou\Eng for\Eng all\Eng your\Eng help\Eng with\Eng Kashish\Hin=काशिश :)\EMT https\Eng ://\O t\Eng .\O co\Eng /\O IHjLPdVPAy\Eng 
2944\O ,\O And\Hin=एंड on\Eng stage\Eng !\O So\Hin=सो so\Eng awesome\Eng #\O Kashish\Hin=काशिश https\Eng ://\O t\Eng .\O co\Eng /\O ya3Bg8KLlY\Eng 
2945\O ,\O Getting\Eng ready\Eng stage\Hin=स्टजे @\O KashishMIQFF\Hin=काशिशमिक़्फ #\O openingnight\Hin=आपेनिन्गनिट o\Eng https\Eng ://\O t\Eng .\O co\Eng /\O UkVJV9TcMl\Eng 
2946\O ,\O Haha\Hin=हाह I\Hin=इ just\Eng hope\Eng this\Eng is\Eng sarcasm\Eng !\O I\Eng hope\Eng I\Eng won't\Eng really\Eng be\Eng explaining\Eng what\Eng '\O at\Eng sea\Eng '\O means\Eng !\O Anyway\Eng Network\Eng is\Eng back\Eng :)\EMT @\O bimvim1234\Eng @\O VodafoneIN\Eng 
2947\O ,\O Hey\Hin=है @\O VodafoneIN\Eng I'm\Eng at\Eng sea\Eng without\Eng service\Eng here\Eng !!\O What\Eng has\Eng happened\Eng !!\O Not\Eng today\Eng !\O Oh\Eng God\Hin=गोद !\O I\Eng need\Eng my\Eng phone\Eng !\O Pls\Eng get\Eng back\Eng to\Eng me\Eng !!!\O #\O noservice\Eng 😳\EMT 
2948\O ,\O We\Eng asked\Eng people\Eng relentlessly\Eng digging\Eng our\Eng roads\Eng '\O Tel\Eng Mil\Hin=मिल Gaya\Hin=गया kya\Hin=क्या ?\O 'The\Eng answers\Eng we\Eng got\Hin=गोट !😂😂😂\O Aapke\Hin=आपके roads\Eng par\Eng tel\Hin=तेल mil\Hin=मिल raha\Hin=रह hai\Hin=हैं Kya\Hin=क्या ?\O @\O RedFM\Eng _\O Mumbai\Eng 
2949\O ,\O Yahaan\Hin=यहान Khuda\Hin=खुदा hai\Hin=हैं Wahan\Hin=वहान Khuda\Hin=खुदा hai\Hin=हैं ...\O Main\Hin=मां Bhi\Hin=भही madat\Hin=मद़त kar\Hin=कार Deti\Hin=देती hoon\Hin=हूँ .\O Laa\Hin=ला Fawad\Hin=फवाड़ ...\O I\Eng mean\Eng Faawda\Hin=फZआव्डा Mujhe\Hin=मुझे de\Hin=दे ;)\EMT #\O Mumbai\Hin=मुंबई #\O Roads\Eng #\O digging\Eng 
2950\O ,\O Woot\Eng woot\Eng :)\EMT Mazza\Eng .\O https\Eng ://\O t\Eng .\O co\Eng /\O mDHSt6Ou1v\Eng 
2951\O ,\O Another\Eng day\Eng and\Eng I\Eng will\Eng be\Eng there\Hin=थहरे @\O KashishMIQFF\Hin=काशिशमिक़्फ hosting\Eng the\Eng grand\Eng Opening\Eng night\Eng with\Eng a\Eng few\Eng more\Eng surprise\Eng guests\Eng :)\EMT Can't\Eng wait\Eng !\O #\O Kashishfilmfest\Hin=काशिशफ़िम्फश्ट 
2952\O ,\O I\Hin=इ promise\Eng to\Eng always\Eng be\Eng ...\O Refreshing\Eng that\Eng is\Eng .;)\O https\Eng ://\O t\Eng .\O co\Hin=को /\O XpZKsuhWdW\Hin=क्स्पजसुह्व्दव् 
2953,.\O @\O RedFM\Eng _\O Mumbai\Eng Office\Hin=औफिस mein\Hin=मेइं Chhed-Chhaad\Hin=छेद्-चाद् !\O Mere\Hin=मेर Boyzes\Hin=बोय्जस ko\Hin=को Sattak\Hin=सत्टक toh\Hin=तोह padegi\Hin=पड़ेगी .\O Wait\Hin=वाऐत !\O Mujhe\Hin=मुझे hi\Hin=ही chhedd\Hin=छेद्द rahe\Hin=रह hain\Hin=हैं !\O 😳😎\O https\Eng ://\O t\Eng .\O co\Hin=को /\O cT5XglJyQr\Eng 
2954\O ,\O Oho\Hin=ओहो of\Eng only\Eng the\Eng temperature\Eng matched\Eng the\Eng mood\Eng of\Eng the\Eng weather\Eng 🌧🌧🌧😊\O #\O rainylookinghotdays\Eng https\Eng ://\O t\Eng .\O co\Eng /\O tG60LNvrMY\Eng 
2955\O ,\O You're\Eng enjoying\Eng the\Eng routine\Eng we\Eng hope\Eng ;)\EMT @\O RedFM\Eng _\O Mumbai\Eng https\Eng ://\O t\Eng .\O co\Eng /\O KCsgoTA5Xc\Eng 
2956\O ,\O Tomorrow\Eng on\Eng @\O RedFM\Eng _\O Mumbai\Eng we\Eng talk\Eng to\Eng the\Eng lady\Eng who\Eng is\Eng always\Eng listening\Eng to\Eng us\Eng to\Eng make\Eng her\Eng Morning\Eng No\Hin=नो .\O 1\O ;)\EMT So\Hin=सो fun\Eng .\O https\Eng ://\O t\Eng .\O co\Eng /\O a7faOAUyUQ\Hin=अ7फ़ाओउयुक़ 
2957\O ,\O Dude\Eng thanks\Eng :)\EMT https\Eng ://\O t\Eng .\O co\Hin=को /\O XhP6xirvtA\Hin=क्स्प्6क्सिर्वता 
2958\O ,\O Yes\Hin=येस I\Eng mentioned\Eng Kohli\Eng .\O If\Eng SRH\Eng plays\Eng Kohli's\Eng team\Eng then\Eng I'm\Eng confused\Eng who\Eng to\Eng support\Eng .\O But\Eng when\Eng we\Eng play\Eng Delhi\Hin=दिल्ली I\Hin=इ have\Eng no\Eng such\Eng qualms\Eng @\O hvalmighty\Eng 
2959\O ,\O Sunday\Hin=सुंदय ke\Hin=क din\Hin=दिन Itna\Hin=इत्ना policewala\Hin=पुलिसेवाला log\Hin=लाग nakabandi\Hin=नकबंदी duty\Eng pe\Hin=पी ?\O Bhai\Hin=भाई piyelaa\Hin=पियेला hai\Hin=हैं toh\Hin=तोह khud\Hin=खहुद ko\Hin=को bacha\Hin=बचा le\Hin=ल 🍺\O #\O Youvebeenwarned\Eng #\O Mumbai\Eng 
2960\O ,"\O RT\Eng @\O KisalayVora\Eng :\O #\O TheHEALproject\Eng ...\O Heal\Eng your\Eng city\Eng ,\O heal\Eng your\Eng country\Eng ,\O heal\Eng the\Eng world\Eng !!!\O We\Eng have\Eng only\Eng one\Eng planet\Eng .\O https\Eng ://\O t\Eng .\O co\Hin=को /\O aQqN5Su8KY\Hin=एक़्क़ं5सु8की "\O 
2961\O ,\O RT\Eng @\O naikamogh7\Eng :\O @\O mymalishka\Hin=मीनलिश्का traffic\Eng cop\Eng stopped\Eng me\Eng .\O Checked\Eng docs\Eng ..\O saw\Eng RedFm\Eng bag\Eng ..\O said\Eng he\Eng is\Eng big\Eng fan\Eng of\Eng yours\Eng ..\O i\Eng said\Hin=साइड me\Hin=मे too\Hin=तोओ .\O Asked\Eng him\Eng to\Eng c\Eng …\O 
2962\O ,\O Apna\Hin=अप्ना naam\Hin=नाअम् Unke\Hin=उनके seene\Hin=सीने pe\Hin=पी chamakta\Hin=चमकता hai\Hin=हैं .\O Red\Eng FM\Eng ka\Hin=का dil\Hin=दिल cricket\Hin=क्रिकेट ke\Hin=क liye\Hin=लिये dhadakta\Hin=धड़खता hai\Hin=हैं ;)\EMT https\Eng ://\O t\Eng .\O co\Eng /\O VheUrmidc7\Eng 
2963\O ,#\O XMen\Eng #\O Apocalyapse\Eng It's\Eng here\Eng .\O Where\Eng you\Eng are\Eng ?\O Super\Eng it\Eng is\Eng .\O 
2964\O ,\O Watchman\Eng outside\Eng gym\Eng :\O aapki\Hin=आपकी aawaaj\Hin=आवाज na\Hin=ना jitna\Hin=जितना bolne\Hin=बोलने mein\Hin=मेइं achcha\Hin=अच्चा lagta\Hin=लगता hai\Hin=हैं na\Hin=ना utna\Hin=उतना gaana\Hin=गाना gaane\Hin=गाने mein\Hin=मेइं Nahi\Hin=नाही lagega\Hin=लगेगा 😄😄😄\O #\O Satak\Eng #\O backhandedcompliment\Eng ?\O 
2965\O ,\O How\Eng is\Eng it\Eng that\Eng @\O rjrishikapoor\Eng always\Eng calls\Eng me\Eng when\Eng I'm\Eng getting\Eng into\Eng leotards\Eng or\Eng gym\Eng shoes\Hin=शूअज् ?🤔\O Daal\Hin=डाल mein\Hin=मेइं kala\Hin=काला ?\O On-air\Eng in\Eng a\Eng bit\Eng ;)\EMT @\O RedFM\Eng _\O Mumbai\Eng 
2966\O ,\O Yayyy\Hin=यय्यी what\Hin=वाअत a\Eng lovely\Hin=लवय twitter\Eng session\Eng .\O @\O RedFMIndia\Eng https\Eng ://\O t\Eng .\O co\Eng /\O ElLMp8aplG\Eng 
