,id,tweet
2723,2723\O ,\O RT\Eng @\O StarGoldIndia\Hin=स्तार्गोल्दिंदिया :\O National\Eng College\Eng ho\Hin=ह gaya\Hin=गया PINK\Hin=पिंक !\O Kya\Hin=क्या aapne\Hin=आपने dekha\Hin=देखा yeh\Hin=यह ?\O RT\Hin=अर्त agar\Hin=अगर aap\Hin=आअप् yaha\Hin=यह hai\Hin=हैं !\O #\O StarGoldTurnsMumbaiPink\Eng @\O SrBachchan\Eng @\O taapsee\Hin=टापसी …\O 
2724,2724\O ,\O Hahaha\Hin=हहाह .\O 👏🏼👏🏼👏🏼\O https\Eng ://\O t\Eng .\O co\Hin=को /\O nt3TNJSLhA\Hin=ण्त्3ट्Mझ्स्ल्हा 
2725,2725\O ,"\O RT\Eng @\O StarGoldIndia\Hin=स्तार्गोल्दिंदिया :\O Juhu\Eng Peeps\Eng ,\O Tulip\Eng Star\Eng has\Eng turned\Eng PINK\Eng !\O Come\Eng watch\Hin=वाच it\Eng live\Eng !\O #\O StarGoldTurnsMumbaiPink\Eng @\O SrBachchan\Eng @\O TheFilmPink\Eng @\O taapsee\Eng …\O "
2726,2726\O ,\O Watch\Eng it\Eng with\Eng your\Eng entire\Eng family\Eng this\Eng time\Eng .\O Need\Eng of\Eng the\Eng hour\Eng .\O Colour\Eng your\Eng family\Eng #\O Pink\Eng tomorrow\Eng 1pm\Eng on\Eng Star\Eng Gold\Eng 💓\O https\Eng ://\O t\Eng .\O co\Hin=को /\O eynQssVEdq\Hin=एआइन्क़्स्स्वेद्क़ 
2727,2727\O ,"\O RT\Eng @\O StarGoldIndia\Hin=स्तार्गोल्दिंदिया :\O StarGold\Eng ,\O SNDT\Eng College\Eng ,\O Carter\Eng Road\Eng and\Eng Jalsa\Hin=जलसा have\Eng all\Eng turned\Eng PINK\Hin=पिंक !\O You\Hin=यूं should\Eng go\Hin=गो PINK\Hin=पिंक too\Eng !\O https\Eng ://\O t\Eng .\O co\Eng /\O U4MoYDVktX\Eng #\O Sta\Hin=स्ता …\O "
2728,2728\O ,\O Wohooo\Hin=वह्zऊ #\O mumbaiturnspink\Eng #\O StarGoldTurnsMumbaiPink\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O VlAFtUM8Wv\Hin=व्लफ्तुम्8अव्व 
2730,2730\O ,"\O RT\Eng @\O StarGoldIndia\Eng :\O For\Eng all\Eng you\Eng working\Eng people\Eng ,\O get\Eng ready\Eng to\Eng see\Eng something\Eng spectacular\Eng .\O Watch\Eng Mumbai\Hin=मुंबई go\Hin=गो PINK\Hin=पिंक today\Eng at\Eng Urmi\Eng Estate\Eng !\O #\O StarGold\Eng …\O "
2731,2731\O ,"\O RT\Eng @\O StarGoldIndia\Eng :\O All\Eng you\Eng Mumbaikars\Eng in\Eng Juhu\Eng ,\O come\Eng witness\Eng Jalsa\Hin=जलसा turn\Hin=तुर्न PINK\Eng !\O #\O StarGoldTurnsMumbaiPink\Eng @\O SrBachchan\Eng @\O taapsee\Hin=टापसी @\O kulharikirti\Hin=कुल्हारीकीर्ति @\O S\Hin=स …\O "
2732,2732\O ,@\O LakshmiManchu\Hin=लक्ष्मीमंचु house\Eng on\Eng fire\Eng with\Eng us\Eng 👯\O coming\Eng to\Eng Hyderabad\Eng very\Eng soon\Eng 😚😚😚\O 
2733,2733\O ,\O RT\Eng @\O TheFilmPink\Eng :\O Is\Eng she\Eng really\Eng a\Eng woman\Eng of\Eng questionable\Eng character\Eng ?\O Find\Eng out\Eng in\Eng cinemas\Eng now\Eng !\O Book\Eng your\Eng tickets\Eng here\Eng :\O https\Eng ://\O t\Eng .\O co\Hin=को /\O HZs0jeNOBm\Eng …\O 
2734,2734\O ,\O When\Hin=वेन u\Hin=उ have\Eng the\Eng final\Eng smile\Eng :)\EMT https\Eng ://\O t\Eng .\O co\Hin=को /\O 1UlCDxYrKN\Eng 
2736,2736\O ,@\O Salilacharya\Hin=सलीलचार्य hahahaha\Hin=हहहाह .\O That's\Eng an\Eng elaborate\Eng Japanese\Eng cuisine\Eng displayed\Eng on\Eng all\Eng possible\Eng stools\Eng we\Eng could\Eng collect\Eng on\Eng set\Eng !\O 
2739,2739\O ,@\O writish\Eng @\O ShoojitSircar\Eng u\Eng never\Eng know\Eng after\Eng this\Eng she\Eng might\Eng become\Eng my\Eng best\Hin=बेस्ट friend\Eng !\O 
2740,2740\O ,"\O A\Eng small\Eng initiative\Eng for\Eng a\Hin=आ BIG\Eng cause\Eng .\O 
Don't\Hin=डों'ट stare\Eng ,\O please\Eng share\Eng 💓#\O DetectToDefeat\Eng #\O BreastCancerAwareness\Eng #\O PinkRibbon\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O 4c8jmoMbbc\Hin=4च्8ज्मोमब्ब्क \O "
2741,2741\O ,@\O ShoojitSircar\Hin=शूजिटसिरकार hahahaha\Hin=हहहाह .\O I'm\Eng setting\Eng up\Eng the\Eng base\Eng for\Eng her\Eng 
2742,2742\O ,@\O saurabhshukla\Hin=सौरभ्शुक्ल _\O s\Hin=स thankq\Eng 🙏🏼\O 
2743,2743\O ,#\O NoMeansNo\Hin=नोमियन्स्नो #\O pink\Eng https\Eng ://\O t\Eng .\O co\Eng /\O iCG89GgngK\Eng 
2744,2744\O ,\O All\Eng work\Eng no\Eng play\Eng ......\O but\Eng when\Eng work\Eng becomes\Eng a\Eng play\Hin=प्ले ....\O 😁💃🏻💃🏻💃🏻#\O NaamShabana\Hin=नाअमशबाना #\O MagicalMalaysia\Eng #\O tapctravels\Eng https\Eng ://\O t\Eng .\O co\Eng /\O n4S4YJiqZQ\Eng 
2745,2745\O ,@\O pandesandeep\Hin=पांडेसंदीप sure\Eng thing\Eng :)\EMT 
2746,2746\O ,\O RT\Eng @\O StarGoldIndia\Hin=स्तार्गोल्दिंदिया :\O You\Hin=यूं are\Eng wearing\Eng a\Eng short\Eng dress\Eng and\Eng passing\Eng a\Eng crowded\Eng area\Eng .\O You\Hin=यूं see\Eng a\Eng group\Eng of\Eng men\Eng staring\Eng at\Eng you\Eng .\O What\Eng would\Eng you\Eng do\Hin=दो ?\O #\O Sta\Hin=स्ता …\O 
2747,2747\O ,@\O sujoy\Eng _\O g\Hin=ग that's\Eng just\Eng a\Eng prep\Eng before\Eng I\Eng meet\Eng u\Hin=उ again\Eng 
2748,2748\O ,@\O Riteishd\Hin=रीतेइश्ड़ @\O sujoy\Eng _\O g\Eng @\O writish\Eng 😳😳😚\O but\Eng with\Eng his\Eng regular\Eng appearances\Eng he\Eng NEEDS\Hin=नीड्स a\Eng photoshoot\Eng so\Eng ppl\Hin=प्ल don't\Eng need\Eng to\Eng click\Eng his\Eng pictures\Eng elsewhere\Eng .\O 
2749,2749\O ,@\O writish\Eng @\O Riteishd\Eng @\O sujoy\Eng _\O g\Hin=ग I\Hin=इ swear\Eng !\O Especially\Eng after\Eng the\Eng rags\Eng we\Eng saw\Eng him\Eng last\Eng in\Eng !\O 
2750,2750\O ,\O Jab\Hin=जब nishaana\Hin=निशाना chidiya\Hin=चिड़िया pe\Hin=पी nahi\Hin=नाही uski\Hin=उसकी aankh\Hin=आँख pe\Hin=पी ho\Hin=ह !\O #\O NaamShabana\Hin=नाअमशबाना #\O MagicalMalaysia\Eng #\O tapctravels\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O NtAgwR30ny\Hin=Mअटगव्र्30नी 
2751,2751\O ,@\O sujoy\Eng _\O g\Hin=ग I\Hin=इ didn't\Eng see\Eng conjuring\Eng 2\O as\Eng yet\Eng so\Hin=सो NO\Hin=नो !\O 
2752,2752\O ,@\O sujoy\Eng _\O g\Hin=ग stay\Eng away\Eng from\Eng mirror\Eng I\Eng say\Eng !\O 
2753,2753\O ,@\O TheAmitSadh\Hin=थीमित्साद good\Eng luck\Hin=लूक hero\Hin=हीरों .\O I'm\Eng sure\Eng no\Eng matter\Eng how\Eng badass\Eng u\Eng will\Eng be\Hin=बे u\Hin=उ will\Eng still\Eng shine\Eng as\Eng the\Eng hero\Eng 🤗\O 
2755,2755\O ,@\O AneelGuptha\Hin=अनील्गुप्था sad\Eng for\Eng u\Hin=उ 🙂\EMT 
2756,2756\O ,@\O Ruchirdilse\Hin=रचिर्डिलस्Yय् lot\Hin=लोट many\Eng coming\Eng up\Eng soon\Eng :)\EMT 
2757,2757\O ,@\O sam\Hin=साम _\O hello\Hin=हेल्लो only\Eng @\O StarGoldIndia\Hin=स्तार्गोल्दिंदिया can\Eng help\Eng in\Eng that\Eng 
2759,2759\O ,"\O RT\Eng @\O StarGoldIndia\Hin=स्तार्गोल्दिंदिया :\O PINK\Hin=पिंक guroor\Hin=गुरूर hai\Hin=हैं ,\O himmat\Hin=हिम्मत hai\Hin=हैं ,\O saahas\Hin=साहस bhi\Hin=भही hai\Hin=हैं !\O PINK\Hin=पिंक sirf\Hin=सिर्फ़ ek\Hin=इक rang\Hin=रंग nahi\Hin=नाही !\O Watch\Hin=वाच PINK\Hin=पिंक on\Eng 23rd\Eng Oct\Eng 1pm\Eng #\O StarGoldTurnsPink\Eng @\O SrBach\Eng …\O "
2761,2761\O ,"\O Whoa\Hin=व्होआ !\O That's\Eng truly\Eng #\O NayiSoch\Hin=नइसोच !\O There\Hin=थहरे is\Eng a\Eng very\Eng mystic\Eng change\Eng in\Eng the\Eng air\Eng .\O Proud\Eng to\Eng be\Eng a\Eng part\Eng of\Eng THE\Hin=ते CHANGE\Hin=चंगे #\O Pink\Hin=पिंक 
https\Eng ://\O t\Eng .\O co\Eng /\O NI4AnlRj8d\Eng \O "
2762,2762\O ,@\O Saqibsaleem\Eng u\Hin=उ better\Eng be\Eng beware\Eng of\Eng my\Eng kicks\Eng n\Eng punches\Eng mr\Hin=म्र .\O Squid\Eng !\O 
2763,2763\O ,"@\O pinkvilla\Eng a\Eng small\Eng correction\Eng ,\O that's\Eng Neeraj\Hin=निराज sir\Hin=सिअर ,\O not\Hin=नोट Shivam\Hin=शिवम sir\Hin=सिअर in\Eng the\Eng picture\Eng \O "
2764,2764\O ,\O Wah\Hin=वाह wah\Hin=वाह wah\Hin=वाह !\O Yeh\Hin=यह hui\Hin=हूई na\Hin=ना baat\Hin=बात !\O 👏🏼👏🏼👏🏼👏🏼\O https\Eng ://\O t\Eng .\O co\Eng /\O yy1OgSC9Vw\Eng 
2765,2765\O ,\O Feels\Eng like\Eng I've\Eng already\Eng won\Eng a\Eng huge\Eng battle\Eng !\O 🙏🏼\O #\O NaamShabana\Hin=नाअमशबाना https\Eng ://\O t\Eng .\O co\Eng /\O ixMF4Ka86p\Eng 
2766,2766\O ,@\O sujoy\Eng _\O g\Hin=ग what\Eng an\Eng intelligent\Eng observation\Eng 🙄\O 
2767,2767,🤔\O how\Eng ?\O Handsome\Eng ???\O And\Eng beautiful\Eng also\Eng !!!??\O How\Hin=हो 😳\EMT https\Eng ://\O t\Eng .\O co\Eng /\O RNln4LdwX5\Eng 
2768,2768\O ,\O When\Eng even\Eng dolls\Eng around\Eng u\Eng are\Eng as\Eng excited\Eng as\Eng u\Hin=उ 😁\O #\O naamshabana\Hin=नाअमशबाना https\Eng ://\O t\Eng .\O co\Hin=को /\O NIBqIwXBm5\Hin=निब्क़ीव्क्स्ब्म्5 
2769,2769\O ,@\O alifazal9\Eng arre\Hin=अर्रे janamdin\Hin=जनमडिन hai\Hin=हैं !!???\O Buddha\Hin=बुद्ध ho\Hin=ह gaya\Hin=गया tu\Hin=तू !\O Phirse\Hin=फिर्स !\O Mubarak\Hin=मुबारक ho\Hin=ह Mubarak\Hin=मुबारक ho\Hin=ह 👏🏼👏🏼👏🏼👏🏼\O 
2770,2770\O ,#\O sushitease\Eng #\O MagicalMalaysia\Eng #\O tapctravels\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O 3qWz2T0jfl\Eng 
2771,2771\O ,\O Diwali\Hin=दिवाली came\Eng in\Eng a\Eng little\Eng early\Eng here\Eng !\O Makes\Eng you\Eng feel\Eng at\Eng home\Eng away\Eng from\Eng home\Eng :)\EMT #\O MagicalMalaysia\Eng #\O tapctravels\Eng https\Eng ://\O t\Eng .\O co\Eng /\O iQOVR9Jx42\Eng 
2773,2773\O ,\O 'Truly\Eng Asia\Eng '\O view\Eng and\Eng home\Eng for\Eng next\Eng 2\O weeks\Eng .\O #\O MagicalMalaysia\Eng #\O tapctravels\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O ESGVdylYeX\Hin=एस्ग्व्डाइलेक्स 
2774,2774\O ,@\O RanaDaggubati\Hin=रणादाग्ग़ुबती thank\Eng god\Eng I\Hin=इ don't\Eng have\Eng to\Eng fight\Eng with\Eng u\Hin=उ 🙈\O 
2775,2775\O ,"\O Entering\Eng the\Eng second\Eng leg\Eng of\Eng #\O NaamShabana\Hin=नाअमशबाना to\Eng break\Eng some\Eng more\Eng leg\Eng (\O S\Hin=स )\O 
Malaysiaaaaaa\Hin=मलाय्शियाया let's\Hin=लेत्'स pack\Eng a\Eng solid\Eng punch\Eng 👊🏼💪🏼\O https\Eng ://\O t\Eng .\O co\Eng /\O JKv535q77Z\Eng \O "
2776,2776\O ,\O Celebrate\Eng a\Eng girl\Eng child\Eng !\O 👏🏼👏🏼👏🏼👏🏼👏🏼\O https\Eng ://\O t\Eng .\O co\Hin=को /\O EvsKUvZ3xJ\Hin=ईव्स्कुव्ज़्3क्स्ज 
2781,2781\O ,\O Seen\Hin=सीं the\Eng film\Eng ??\O Now\Eng tell\Eng me\Hin=मे what\Eng does\Eng #\O Pink\Eng mean\Eng to\Eng you\Eng ?\O https\Eng ://\O t\Eng .\O co\Eng /\O QeF5v1ZiFc\Eng 
2782,2782\O ,@\O Imangadbedi\Hin=इमंगडबेदी I\Eng did\Eng I\Hin=इ did\Eng I\Hin=इ did\Eng 🙋🏻\O 
2783,2783\O ,\O One\Eng of\Eng the\Eng most\Eng elegant\Eng ladies\Eng I've\Eng ever\Eng met\Hin=मेट #\O ShwetaNanda\Hin=श्वेतनंदा https\Eng ://\O t\Eng .\O co\Hin=को /\O M6a5oLFdqT\Hin=म्6अ5ओल्फ्द्क़्त 
2784,2784\O ,\O One\Eng of\Eng the\Eng best\Eng hosts\Eng ever\Eng !\O What\Hin=वाअत a\Eng beautiful\Eng family\Eng !\O Thank\Eng you\Eng for\Eng a\Eng memorable\Eng and\Eng wonderful\Eng evening\Eng @\O SrBachchan\Hin=शरबचचान #\O HappyBirthdayBigB\Hin=हैप्पीबर्थ़डीबिग्ब 
2786,2786\O ,@\O Imangadbedi\Eng @\O ShoojitSircar\Eng u\Eng mean\Eng Raven\Eng or\Hin=और Raavana\Hin=रावन 🤔\O bohot\Hin=बोहोत difference\Hin=दिफ़ेरेंस hai\Hin=हैं dono\Hin=दोनों mein\Hin=मेइं !\O 
2787,2787\O ,\O Hahahaha\Hin=हहहाह !\O #\O TrueThat\Eng https\Eng ://\O t\Eng .\O co\Eng /\O Xa2mgnevK5\Eng 
2788,2788\O ,"\O Happy\Hin=हैप्पी Birthday\Hin=बर्थ़ड्य @\O SrBachchan\Hin=शरबचचान 
You\Hin=यूं will\Eng always\Eng be\Hin=बे THE\Hin=ते one\Hin=ओन in\Eng a\Hin=आ BILLION\Hin=बिलियन (\O S\Eng )\O https\Eng ://\O t\Eng .\O co\Eng /\O fLr0fhuZjP\Hin=फ्ल्र्0फज़्ज्प \O "
2789,2789\O ,\O When\Hin=वेन u\Hin=उ r\Eng happy\Eng n\Hin=न u\Hin=उ know\Hin=क्नो it\Hin=इट u\Eng should\Eng twirl\Eng 😁\O https\Eng ://\O t\Eng .\O co\Eng /\O 7QMandh14j\Eng 
2791,2791\O ,\O Happy\Hin=हैप्पी Birthday\Hin=बर्थ़ड्य to\Hin=तू THE\Hin=ते ONE\Hin=ओन AND\Hin=एंड ONLY\Eng !\O https\Eng ://\O t\Eng .\O co\Hin=को /\O UoLUtlDfSs\Hin=उओलुट्ल्द्फ्स 
2792,2792\O ,@\O ShoojitSircar\Hin=शूजिटसिरकार ya\Hin=या I\Hin=इ ate\Eng A\Hin=आ LOT\Hin=लोट !\O 
2793,2793\O ,\O Pankaj\Hin=पंकाज् and\Hin=एंड Nidhi\Eng for\Eng the\Eng monochrome\Eng evening\Eng :)\EMT @\O DevsB\Eng https\Eng ://\O t\Eng .\O co\Eng /\O q6ia1xXv6E\Eng 
2794,2794\O ,\O Happy\Hin=हैप्पी birthday\Hin=बर्थ़ड्य to\Hin=तू one\Eng of\Eng the\Eng sweetest\Eng star\Eng we\Eng have\Hin=हवे @\O Rakulpreet\Hin=रकुल्प्रीत shine\Hin=शीणे on\Eng !\O 
2796,2796\O ,\O How\Eng nice\Eng !\O https\Eng ://\O t\Eng .\O co\Hin=को /\O WaDLGO7hfN\Hin=वाड्लगो7ह्फ्न 
2798,2798\O ,\O I\Eng guess\Eng me\Hin=मे n\Hin=न the\Eng camera\Eng have\Eng made\Eng peace\Eng with\Eng each\Eng other\Eng finally\Eng https\Eng ://\O t\Eng .\O co\Eng /\O pT8ldVIkeC\Eng 
2799,2799\O ,@\O ShoojitSircar\Eng so\Eng u\Hin=उ have\Hin=हवे Holi\Eng twice\Eng an\Eng year\Eng 🤔\O 
2803,2803\O ,"\O Thoughts\Eng are\Eng the\Eng shadows\Eng of\Eng our\Eng feelings\Eng -\O always\Eng darker\Eng ,\O emptier\Eng and\Eng simpler\Eng .\O https\Eng ://\O t\Eng .\O co\Hin=को /\O hpJgEfRJeA\Hin=ह्प्ज्गिफ्रजिया \O "
2805,2805\O ,\O U\Hin=उ really\Eng haven't\Eng seen\Eng your\Hin=यर Bollywood\Hin=बोलीवुड image\Eng if\Eng u\Eng haven't\Eng worked\Eng with\Eng this\Eng man\Eng !\O Another\Eng tick\Eng mark\Eng !\O @\O DabbooRatnani\Hin=दब्बुरतनानी https\Eng ://\O t\Eng .\O co\Eng /\O noLVxSv8lE\Hin=नोल्व्क्स्स्व्8ले 
2806,2806\O ,@\O shainagbedi\Eng heard\Eng about\Eng sarcastic\Eng humour\Eng ?????\O Ever\Hin=एवेर ???\O 
2807,2807\O ,"\O Happy\Hin=हैप्पी happy\Hin=हैप्पी birthday\Hin=बर्थ़ड्य to\Eng the\Eng smartest\Eng ,\O strongest\Eng and\Eng sexiest\Eng @\O LakshmiManchu\Eng 💕💕💕\O "
2809,2809\O ,\O These\Eng trolls\Eng are\Eng the\Eng ones\Eng putting\Eng maximum\Eng pressure\Eng 🙈\O https\Eng ://\O t\Eng .\O co\Hin=को /\O 3Tk2EVBatJ\Eng 
2810,2810\O ,@\O honeybhagnani\Hin=हनीईभगनानी @\O Riteishd\Hin=रीतेइश्ड़ @\O MeDeshmukh\Hin=मेडेशमुख and\Eng those\Eng beautiful\Eng eyes\Eng 😍\EMT she\Eng is\Eng adorable\Eng !\O 
2813,2813\O ,\O RT\Eng @\O TheFilmPink\Eng :\O RT\Eng if\Eng you\Eng wholeheartedly\Eng agree\Eng !\O https\Eng ://\O t\Eng .\O co\Hin=को /\O DR34zpwGqt\Eng 
2814,2814\O ,@\O TheParulYadav\Eng thankq\Hin=थन्क्क़ Parul\Eng 😚🤗\O 
2815,2815\O ,@\O swap\Eng _\O TheRed\Eng make\Eng sure\Eng everyone\Eng else\Eng around\Eng u\Eng sees\Eng it\Eng too\Hin=तोओ 
2816,2816\O ,@\O sam\Hin=साम _\O hello\Hin=हेल्लो then\Eng make\Eng sure\Eng everyone\Eng else\Eng around\Eng u\Eng sees\Eng it\Eng too\Hin=तोओ 
2817,2817\O ,"\O RT\Eng @\O PlanC\Eng _\O Studios\Eng :\O We're\Eng trying\Eng to\Eng find\Hin=फिन्द #\O TaapseePannu\Hin=टापसीपननू ..\O Click\Hin=क्लिक ,\O Pause\Eng ,\O show\Eng us\Eng if\Eng you\Eng found\Eng her\Eng so\Eng that\Eng we\Eng can\Eng find\Eng her\Eng too\Hin=तोओ !\O #\O NaamShabana\Hin=नाअमशबाना #\O Pla\Hin=प्ला …\O "
2819,2819\O ,@\O izohaib\Hin=इज़ोहैब् _\O aamir\Hin=आमिर ask\Eng him\Eng :)\EMT 
2820,2820\O ,"\O Have\Hin=हवे u\Hin=उ seen\Eng it\Eng as\Eng yet\Eng ?\O If\Eng not\Eng ,\O then\Eng please\Eng do\Eng yourself\Eng a\Eng favour\Eng ,\O watch\Eng it\Eng soon\Eng coz\Hin=कोज़ it's\Hin=इत्'अ one\Eng of\Eng its\Eng kind\Eng !\O https\Eng ://\O t\Eng .\O co\Eng /\O 0AHbaqy5iY\Eng \O "
2823,2823\O ,\O Thank\Eng you\Eng @\O chetan\Hin=चेतन _\O bhagat\Hin=भगत this\Eng shall\Eng surely\Eng be\Eng my\Eng next\Eng read\Eng .\O https\Eng ://\O t\Eng .\O co\Hin=को /\O 9RdeSMIjzw\Eng 
2825,2825\O ,@\O vrindaprasad\Hin=वृंद़अप्रासाद thankq\Hin=थन्क्क़ sweetheart\Eng 🤗\O 
2826,2826\O ,@\O ash\Hin=अश _\O r\Hin=र _\O dhanush\Hin=धनुश thankq\Hin=थन्क्क़ lady\Eng 🤗😚\O 
2828,2828\O ,\O October\Eng it\Eng is\Eng !\O Thankq\Hin=थन्क्क़ @\O Shubarna\Hin=शुबरना @\O munnas\Hin=मुन्नओं _\O sk\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O 291zowzZmE\Eng 
2829,2829\O ,"\O Well\Hin=वेल ,\O you\Hin=यूं guys\Eng cleared\Eng a\Eng big\Eng confusion\Eng !\O Buying\Eng a\Eng Sennheiser\Eng Headphones\Eng at\Eng @\O AmazonIN\Eng #\O GreatIndianFestival\Eng .\O Thank\Eng you\Eng !\O "
2830,2830\O ,\O Vineti\Hin=विएती Bolaki\Hin=बोलकी for\Eng Phoenix\Eng Market\Eng City\Eng AW2016\Eng collection\Eng launch\Eng @\O DevsB\Eng https\Eng ://\O t\Eng .\O co\Eng /\O e9UGIb7HSM\Eng 
2831,2831\O ,"\O So\Hin=सो ,\O so\Eng confused\Eng !\O People\Eng ,\O help\Eng me\Eng choose\Eng please\Eng .\O @\O AmazonIN\Eng #\O GreatIndianFestival\Eng \O "
2832,2832\O ,\O And\Eng this\Eng is\Eng a\Eng perfect\Eng way\Eng of\Eng celebrating\Eng the\Eng much\Eng awaited\Eng success\Eng .\O this\Eng colour\Eng is\Eng not\Eng going\Eng to\Eng leave\Eng my\Eng hand\Eng n\Hin=न head\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O Rq1Z6MzonT\Hin=र्क़्1ज़्6म्जोंट 
2833,2833\O ,@\O crhemanth\Hin=क्रेमंठ hahahaha\Hin=हहहाह !\O Don't\Hin=डों'ट tell\Eng me\Hin=मे that\Eng !\O I've\Eng always\Eng been\Eng PINK\Hin=पिंक !\O 
2837,2837\O ,@\O Saqibsaleem\Hin=साक़िब्सलीम hahahahaha\Hin=हहहहाह .\O The\Eng biggest\Eng nautanki\Hin=नौटन्की ever\Hin=एवेर !\O 🤗\O 
2838,2838\O ,\O Varun\Eng Bahl\Eng for\Eng Phoenix\Eng market\Eng city\Eng store\Eng visit\Eng .\O @\O devs213\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O X9SPo7vlQt\Hin=क्स्9स्पो7व्ल्क़्त 
2839,2839\O ,\O RT\Eng @\O TheFilmPink\Eng :\O .@\O Rakulpreet\Eng feels\Eng every\Eng woman\Eng should\Eng watch\Eng #\O Pink\Eng .\O Here's\Eng her\Eng reaction\Eng after\Eng watching\Eng the\Eng film\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O 1oYFnOUiYx\Hin=1ओफ्नयुइय्क्स 
2840,2840\O ,@\O priyal\Hin=प्रियल tell\Hin=टेल me\Hin=मे u\Hin=उ r\Hin=र missing\Eng us\Eng !\O 
2841,2841\O ,\O Razia\Hin=रजिया Kunj's\Eng beautiful\Eng neck\Eng piece\Eng for\Eng Big\Eng Bazaar\Eng event\Eng in\Eng Hyderabad\Eng @\O DevsB\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O BfgbPl0FNr\Eng 
2843,2843\O ,"\O RT\Eng @\O PlanC\Eng _\O Studios\Eng :\O #\O Mumbai\Eng to\Eng #\O Malaysia\Eng ..\O Can\Hin=सकें you\Eng guess\Eng what\Eng will\Eng be\Eng their\Eng #\O shoot\Eng stop\Eng ?\O 
#\O NaamShabana\Hin=नाअमशबाना #\O PlanCStudios\Eng #\O TaapseePannu\Hin=टापसीपननू #\O AkshayKu\Hin=अक्षाय्कु …\O "
2844,2844\O ,"\O RT\Eng @\O TheFilmPink\Eng :\O If\Eng you\Eng haven't\Eng heard\Eng it\Eng yet\Eng ,\O here's\Hin=हेरे'अ @\O taapsee\Hin=टापसी telling\Hin=टेलिंग you\Eng #\O NoMeansNo\Eng https\Eng ://\O t\Eng .\O co\Eng /\O pBQcCcs4J8\Eng \O "
2846,2846\O ,"\O RT\Eng @\O TheFilmsFactory\Eng :\O Whats\Eng ur\Eng conclusion\Eng .\O Comment\Eng #\O pinkisjustacolour\Eng 
See\Hin=से more\Eng statements\Eng at\Eng https\Eng ://\O t\Eng .\O co\Eng /\O aRvk9hwyzS\Eng 
It\Eng shows\Eng need\Eng for\Eng peopl\Hin=पियौप्ल …\O "
2847,2847\O ,\O First\Eng of\Eng the\Eng many\Eng firsts\Eng !\O Jai\Hin=जाई Hind\Eng !\O 🇮🇳#\O surgicalstrikes\Eng 
2851,2851\O ,\O RT\Eng @\O TheFilmPink\Eng :\O Catch\Eng the\Eng gutsy\Eng Minal\Eng Arora\Hin=एरोरा aka\Hin=अका @\O taapsee\Hin=टापसी in\Eng cinemas\Eng near\Eng you\Eng .\O Book\Eng tickets\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O HZs0jewdcM\Eng https\Eng ://\O t\Eng .\O co\Eng /\O UFyZOhY54S\Eng 
2852,2852\O ,\O Aditi\Hin=आदिती Gupta\Eng for\Eng today\Eng .\O @\O DevsB\Hin=देव्स्ब @\O nickyjaan\Eng https\Eng ://\O t\Eng .\O co\Eng /\O SgXHVGlmhZ\Eng 
2853,2853\O ,\O And\Hin=एंड we\Eng are\Eng still\Eng struggling\Eng with\Eng teaching\Eng our\Eng boys\Eng humanity\Eng !\O Forget\Eng about\Eng respecting\Eng females\Eng !\O A\Eng 12\O year\Eng old\Eng !\O https\Eng ://\O t\Eng .\O co\Hin=को /\O vGxLzH5Lfh\Hin=व्ग्क्स्ल्जा5ल्फ् 
2854,2854\O ,"\O RT\Eng @\O ZoomTV\Hin=ज़ूम्व :\O .@\O taapsee\Hin=टापसी will\Hin=विल be\Eng joining\Eng us\Eng tomorrow\Eng 😍\EMT 

Have\Eng any\Eng questions\Eng for\Eng her\Eng ?\O 

Then\Eng tweet\Eng to\Eng us\Eng using\Eng #\O ZoomIntoTaapsee\Hin=ज़ूमिंटोतापसी https\Eng ://\O t\Eng .\O co\Hin=को /\O DvZfk\Hin=द्व्ज़्फ्क …\O "
2855,2855\O ,"\O RT\Eng @\O TheFilmPink\Eng :\O No\Eng .\O Nahi\Hin=नाही .\O Na\Hin=ना .\O Nien\Eng .\O Whatever\Eng the\Eng language\Eng may\Eng be\Eng ,\O #\O NoMeansNo\Hin=नोमियन्स्नो @\O SrBachchan\Eng https\Eng ://\O t\Eng .\O co\Eng /\O OPTc1V5M8m\Eng \O "
2860,2860\O ,\O Thank\Eng you\Eng 🙏🏼\O https\Eng ://\O t\Eng .\O co\Hin=को /\O RwfwhRJiUT\Hin=रव्फ्व्ह्रजिउट 
2861,2861\O ,@\O crhemanth\Hin=क्रेमंठ come\Eng with\Eng a\Eng cake\Eng next\Eng time\Eng n\Hin=न I\Hin=इ will\Eng show\Hin=शो u\Hin=उ how\Hin=हो it's\Eng done\Eng !\O 
